Date,TBTA_CBDInbound,PANYNJ_CBDInbound,ERB_Inbound,TPEP_CBD_Speed,TBTA_CBDInbound_Avg,PANYNJ_CBDInbound_Avg,ERB_Inbound_Avg,Total_CBDInbound_Volume,TBTA_CBDInbound_Pct,PANYNJ_CBDInbound_Pct,ERB_Inbound_Pct,TPEP_CBD_Speed_Avg
10/20/2019,60127,98419,269053,8.52,73914,96440,276413,446767,0.165441942,0.215861959,0.618696099,7.338
10/21/2019,70624,101275,264692,7.923,75065,96680,278365,450110,0.166770345,0.21479194,0.618437715,7.167
10/22/2019,72005,96669,262050,7.089,74624,96521,276118,447263,0.166845905,0.215803677,0.617350418,7.153
10/23/2019,79362,91180,275399,6.586,74880,96610,277334,448824,0.166835998,0.215251413,0.617912589,7.255
10/24/2019,84210,88954,274543,6.285,75190,95708,275778,446676,0.168332304,0.214267165,0.617400532,7.243
10/25/2019,84074,96617,292230,6.945,74859,96093,276121,447073,0.167442453,0.214938053,0.617619494,7.306
10/26/2019,76169,98145,301028,7.929,75224,95894,276999,448117,0.167866874,0.213993221,0.618139905,7.325
10/27/2019,63165,96472,268731,8.359,75658,95616,276953,448227,0.168793937,0.213320483,0.61788558,7.302
10/28/2019,75829,102581,266354,7.488,76402,95803,277191,449396,0.170010414,0.213181693,0.616807893,7.24
10/29/2019,78532,91023,259061,6.539,77334,94996,276764,449094,0.172200029,0.211528099,0.616271872,7.162
10/30/2019,76130,92673,262201,6.824,76873,95209,274878,446960,0.171990782,0.213014587,0.61499463,7.196
10/31/2019,77532,92042,255943,6.84,75919,95650,272221,443790,0.17106965,0.215529868,0.613400482,7.275
11/1/2019,82103,95369,289149,6.731,75637,95472,271781,442890,0.170780555,0.215565942,0.613653503,7.244
11/2/2019,70394,89223,291600,7.939,74812,94198,270434,439444,0.170242397,0.214357233,0.61540037,7.246
11/3/2019,63252,96091,233310,10.184,74825,94143,265374,434342,0.172272081,0.216748553,0.610979366,7.507
11/4/2019,77654,100640,265624,7.463,75085,93866,265270,434221,0.172918859,0.216171028,0.610910113,7.503
11/5/2019,71138,100505,263701,7.258,74029,95220,265933,435182,0.170110437,0.218805006,0.611084558,7.606
11/6/2019,80308,92814,271455,6.608,74626,95241,267255,437122,0.170721217,0.217881964,0.611396818,7.575
11/7/2019,79077,92283,273430,6.267,74847,95275,269753,439875,0.170155158,0.216595624,0.613249219,7.493
11/8/2019,79842,94118,284577,6.461,74524,95096,269100,438720,0.169866885,0.216757841,0.613375274,7.455
11/9/2019,70598,96598,289415,7.623,74553,96150,268787,439490,0.169635259,0.218776309,0.611588432,7.409
11/10/2019,64815,98547,275594,8.438,74776,96501,274828,446105,0.167619731,0.216319028,0.616061241,7.16
11/11/2019,63258,96614,249374,6.793,72719,95926,272507,441152,0.164838876,0.217444328,0.617716796,7.064
11/12/2019,76625,95016,242610,6.009,73503,95141,269494,438138,0.167762212,0.217148478,0.61508931,6.886
11/13/2019,78314,92814,260281,6.277,73218,95141,267897,436256,0.167832649,0.218085253,0.614082099,6.838
11/14/2019,81521,92840,274862,6.468,73568,95221,268102,436891,0.168389827,0.217951388,0.613658784,6.867
11/15/2019,83529,87242,276495,6.682,74094,94239,266947,435280,0.170221467,0.216502022,0.613276512,6.899
11/16/2019,72571,97610,279391,7.996,74376,94383,265515,434274,0.171265146,0.217335139,0.611399715,6.952
11/17/2019,63265,97435,267113,8.871,74155,94224,264304,432683,0.171384131,0.217766818,0.610849051,7.014
11/18/2019,76330,100979,218721,7.237,76022,94848,259925,430795,0.176469086,0.220169686,0.603361227,7.077
11/19/2019,77860,90379,258320,6.784,76199,94186,262169,432554,0.176160664,0.217743912,0.606095424,7.188
11/20/2019,78072,91241,266464,6.639,76164,93961,263052,433177,0.17582651,0.216911332,0.607262158,7.24
11/21/2019,82603,93126,271694,6.803,76319,94002,262600,432921,0.176288515,0.217134304,0.606577182,7.287
11/22/2019,81053,94391,268663,7.129,75965,95023,261481,432469,0.175654209,0.219722107,0.604623684,7.351
11/23/2019,70042,99540,281364,8.681,75604,95299,261763,432666,0.174739869,0.22025997,0.605000162,7.449
11/24/2019,55806,96751,244743,8.705,74538,95201,258567,428306,0.174029782,0.222273328,0.60369689,7.425
11/25/2019,73120,98624,258377,7.587,74079,94865,264232,433176,0.17101363,0.218998744,0.609987626,7.475
11/26/2019,79528,87817,261057,6.772,74318,94499,264623,433440,0.171460871,0.218020949,0.61051818,7.474
11/27/2019,,92931,261599,7.504,73692,94740,263928,432360,0.170441299,0.219122953,0.610435748,7.597
11/28/2019,49374,97684,228306,9.926,68154,95391,257730,421275,0.16178031,0.22643404,0.611785651,8.043
11/29/2019,51547,93425,242767,9.506,63236,95253,254030,412519,0.153292333,0.230905728,0.615801939,8.383
11/30/2019,60532,81713,264439,9.306,61651,92706,251613,405970,0.151860975,0.228356775,0.61978225,8.472
12/1/2019,54232,81886,240437,8.121,61389,90583,250997,402969,0.152341743,0.224789004,0.622869253,8.389
12/2/2019,69664,101417,189069,7.214,60813,90982,241096,392891,0.154783388,0.231570588,0.613646024,8.336
12/3/2019,77756,85935,207498,6.987,60518,90713,233445,384676,0.157322006,0.235816635,0.606861359,8.366
12/4/2019,76644,78957,245205,6.33,62821,88717,231103,382641,0.164177388,0.231854401,0.60396821,8.198
12/5/2019,83287,93452,259759,6.512,67666,88112,235596,391374,0.172893447,0.225135037,0.601971516,7.711
12/6/2019,81641,96748,267666,6.823,71965,88587,239153,399705,0.180045283,0.221630953,0.598323764,7.327
12/7/2019,70555,100678,280504,7.712,73397,91296,241448,406141,0.180718026,0.224788928,0.594493046,7.1
12/8/2019,62104,99796,266845,8.438,74522,93855,245221,413598,0.180179788,0.226923244,0.592896968,7.145
12/9/2019,77234,96374,228130,6.452,75603,93134,250801,419538,0.180205369,0.22199181,0.597802821,7.036
12/10/2019,77379,93360,236079,5.735,75549,94195,254884,424628,0.177918084,0.22182946,0.600252456,6.857
12/11/2019,75805,92415,246501,6.409,75429,96118,255069,426616,0.176807715,0.225303317,0.597888968,6.869
12/12/2019,84306,92021,270010,6.16,75575,95913,256534,428022,0.176568027,0.224084276,0.599347697,6.818
12/13/2019,81673,97305,259112,5.95,75579,95993,255312,426884,0.177048097,0.224869051,0.598082852,6.694
12/14/2019,71619,103046,243021,7.361,75731,96331,249957,422019,0.179449267,0.228262235,0.592288499,6.644
12/15/2019,63326,101499,206563,8.473,75906,96574,241345,413825,0.183425361,0.233369178,0.583205461,6.649
12/16/2019,75380,98973,223036,6.993,75641,96946,240617,413204,0.183059699,0.234620188,0.582320113,6.726
12/17/2019,75945,90537,240408,6.27,75436,96542,241236,413214,0.182559158,0.233636808,0.583804034,6.802
12/18/2019,78126,92200,247360,6.336,75768,96512,241359,413639,0.183174217,0.233324227,0.583501556,6.792
12/19/2019,82186,92653,250740,6.717,75465,96602,238606,410673,0.183759341,0.235228515,0.581012143,6.871
12/20/2019,81151,102806,263763,7.149,75390,97388,239270,412048,0.182964121,0.236351105,0.580684775,7.043
12/21/2019,65998,103333,270822,8.666,74587,97429,243242,415258,0.179616046,0.234622813,0.585761141,7.229
12/22/2019,57656,104348,246645,8.198,73777,97836,248968,420581,0.175416864,0.232621065,0.591962072,7.19
12/23/2019,71247,99995,243270,7.434,73187,97982,251858,423027,0.173007869,0.231621149,0.595370981,7.253
12/24/2019,59223,91110,236650,9.913,70798,98064,251321,420183,0.168493252,0.233384026,0.598122723,7.773
12/25/2019,43494,92200,198313,11.63,65851,98064,244315,408230,0.161308576,0.240217524,0.5984739,8.529
12/26/2019,62547,92653,219566,8.734,63045,98064,239861,400970,0.157231214,0.244566925,0.59820186,8.817
12/27/2019,66599,95326,225981,8.497,60966,96995,234464,392425,0.155357075,0.247168249,0.597474677,9.01
12/28/2019,58481,86036,230841,8.983,59892,94524,228752,383168,0.156307416,0.246690747,0.597001837,9.055
12/29/2019,53028,75746,221863,8.907,59231,90438,225212,374881,0.157999472,0.241244555,0.600755973,9.157
12/30/2019,64820,93108,211905,7.975,58313,89454,220731,368498,0.158245092,0.242753014,0.599001894,9.234
12/31/2019,56257,88675,221186,9.807,57889,89106,218522,365517,0.158375671,0.243780727,0.597843602,9.219
1/1/2020,43114,87371,223361,11.989,57835,88416,222100,368351,0.157010569,0.240031926,0.602957505,9.27
1/2/2020,62116,92584,234953,9.46,57774,88407,224299,370480,0.155943641,0.238628266,0.605428093,9.374
1/3/2020,62999,92584,223812,9.063,57259,88015,223989,369263,0.155062923,0.238353152,0.606583925,9.455
1/4/2020,52920,80979,226266,10.069,56465,87292,223335,367092,0.153817027,0.237793251,0.608389722,9.61
1/5/2020,49535,77434,235154,10.239,55966,87534,225234,368734,0.151778789,0.237390639,0.610830572,9.8
1/6/2020,67415,81410,224352,9.143,56337,85862,227012,369211,0.152587545,0.232555368,0.614857087,9.967
1/7/2020,66641,80167,234708,8.872,57820,84647,228944,371411,0.155676595,0.227906551,0.616416854,9.834
1/8/2020,69491,83150,231163,8.51,61588,84044,230058,375690,0.16393303,0.223705715,0.612361255,9.337
1/9/2020,73099,84724,244382,7.934,63157,82921,231405,377483,0.167310846,0.21966817,0.613020984,9.119
1/10/2020,73481,86506,246583,8.305,64655,82053,234658,381366,0.169535302,0.21515552,0.615309178,9.01
1/11/2020,63660,90951,256611,9.335,66189,83477,238993,388659,0.170300958,0.21478211,0.614916932,8.905
1/12/2020,54894,89839,241684,9.817,66954,85250,239926,392130,0.170744396,0.217402392,0.611853212,8.845
1/13/2020,69678,88876,225651,8.092,67278,86316,240112,393706,0.170883857,0.219239737,0.609876405,8.695
1/14/2020,69730,76008,225520,7.964,67719,85722,238799,392240,0.172646849,0.218544769,0.608808383,8.565
1/15/2020,72009,85091,238594,8.149,68079,85999,239861,393939,0.172816096,0.218305372,0.608878532,8.513
1/16/2020,76020,89450,246807,7.738,68496,86674,240207,395377,0.173242247,0.219218619,0.607539134,8.486
1/17/2020,79157,90395,260908,7.887,69307,87230,242254,398791,0.173792789,0.21873613,0.607471081,8.426
1/18/2020,48184,94945,224470,8.666,67096,87801,237662,392559,0.170919531,0.223663195,0.605417275,8.33
1/19/2020,49241,89396,224343,10.092,66288,87737,235185,389210,0.170314226,0.225423293,0.60426248,8.37
1/20/2020,60529,76432,216199,10.17,64981,85960,233834,384775,0.168880515,0.223403288,0.607716198,8.667
1/21/2020,73321,59228,238257,7.685,65494,83562,235654,384710,0.17024252,0.217207767,0.612549713,8.627
1/22/2020,73260,75311,246644,7.826,65673,82165,236804,384642,0.170737985,0.213614218,0.615647797,8.581
1/23/2020,73312,91134,261463,7.767,65286,82406,238898,386590,0.168876588,0.21316123,0.617962182,8.585
1/24/2020,75482,89911,263282,7.814,64761,82337,239237,386335,0.16762913,0.213123326,0.619247544,8.574
1/25/2020,60095,92419,243393,8.061,66463,81976,241940,390379,0.170252498,0.209990804,0.619756698,8.488
1/26/2020,56030,94893,253487,9.501,67433,82761,246104,396298,0.170157306,0.20883527,0.621007424,8.403
1/27/2020,70689,92416,248952,8.507,68884,85045,250783,404712,0.170204985,0.210137085,0.61965793,8.166
1/28/2020,69968,85410,260127,8.02,68405,88785,253907,411097,0.166396252,0.215970927,0.617632821,8.214
1/29/2020,72432,84925,269540,7.503,68287,90158,257178,415623,0.164300339,0.216922548,0.618777113,8.168
1/30/2020,77052,86033,274777,7.481,68821,89430,259080,417331,0.164907472,0.214290335,0.620802193,8.127
1/31/2020,77043,86292,269515,7.849,69044,88913,259970,417927,0.165205885,0.212747681,0.622046434,8.132
2/1/2020,60763,90300,265297,9.223,69140,88610,263099,420849,0.164286953,0.210550578,0.625162469,8.298
2/2/2020,50568,91442,244946,10.032,68359,88117,261879,418355,0.163399505,0.210627338,0.625973157,8.374
2/3/2020,71878,87741,245136,8.477,68529,87449,261334,417312,0.164215263,0.209553044,0.626231692,8.369
2/4/2020,70635,78747,245262,7.776,68624,86497,259210,414331,0.165626033,0.208763042,0.625610925,8.334
2/5/2020,72438,86610,228003,7.649,68625,86738,253277,408640,0.167935102,0.21226018,0.619804718,8.355
2/6/2020,77518,90074,212610,7.22,68692,87315,244396,400403,0.171557156,0.218067797,0.610375047,8.318
2/7/2020,77753,89865,259431,7.408,68793,87826,242955,399574,0.172165857,0.219799086,0.608035057,8.255
2/8/2020,65475,94014,281926,8.372,69466,88356,245331,403153,0.172306792,0.219162452,0.608530756,8.133
2/9/2020,56684,95757,258428,9.16,70340,88973,247257,406570,0.173008338,0.218838084,0.608153577,8.009
2/10/2020,73010,94587,218623,7.361,70502,89951,243469,403922,0.1745436,0.222693985,0.602762415,7.85
2/11/2020,72786,84617,231273,7.202,70809,90789,241471,403069,0.175674636,0.225244313,0.599081051,7.767
2/12/2020,72937,87722,266485,7.681,70880,90948,246968,408796,0.173387215,0.222477715,0.60413507,7.772
2/13/2020,80533,66379,249650,6.809,71311,87563,252259,411133,0.173449954,0.212979741,0.613570305,7.713
2/14/2020,84407,92281,276397,7.203,72262,87908,254683,414853,0.174187001,0.211901565,0.613911434,7.684
2/15/2020,60979,96103,273624,8.592,71619,88207,253497,413323,0.173276106,0.213409367,0.613314526,7.716
2/16/2020,51563,94465,254806,9.287,70888,88022,252980,411890,0.172104203,0.213702688,0.61419311,7.734
2/17/2020,58864,92604,233159,10.424,68867,87739,255056,411662,0.167290156,0.21313359,0.619576254,8.171
2/18/2020,71160,83987,239342,7.91,68635,87649,256209,412493,0.166390702,0.21248603,0.621123268,8.272
2/19/2020,74447,80997,255699,7.67,68850,86688,254668,410206,0.167842499,0.211327967,0.620829534,8.271
2/20/2020,77006,91228,273281,7.302,68347,90238,258044,416629,0.16404763,0.21659078,0.61936159,8.341
2/21/2020,76499,75646,275837,7.285,67217,87861,257964,413042,0.162736477,0.212716867,0.624546656,8.353
2/22/2020,62016,75646,281246,8.903,67365,84939,259053,411357,0.163762863,0.206484878,0.629752259,8.397
2/23/2020,57523,75646,258043,9.61,68216,82251,259515,409982,0.166387793,0.200621003,0.632991204,8.443
2/24/2020,72829,75646,254423,8.347,70211,79828,262553,412592,0.170170532,0.193479273,0.636350196,8.147
2/25/2020,74275,75646,245126,7.278,70656,78636,263379,412671,0.171216296,0.190553734,0.63822997,8.056
2/26/2020,74699,75646,237218,7.128,70692,77872,260739,409303,0.172713125,0.190255141,0.637031734,7.979
2/27/2020,78560,75646,263921,7.514,70914,75646,259402,405962,0.174681374,0.186337638,0.638980988,8.009
2/28/2020,79920,75646,278838,7.61,71403,75646,259831,406880,0.175489088,0.185917224,0.638593689,8.056
2/29/2020,63849,75646,279560,8.943,71665,75646,259590,406901,0.176123922,0.185907629,0.637968449,8.061
3/1/2020,57387,86455,251262,,71646,77190,258621,407457,0.175836959,0.189443303,0.634719737,7.803
3/2/2020,74158,87534,250404,,71835,78888,258047,408770,0.175734521,0.192988722,0.631276757,7.695
3/3/2020,74686,88449,249287,,71894,80717,258641,411252,0.174817387,0.196271386,0.628911227,7.799
3/4/2020,75642,90954,264796,,72029,82904,262581,417514,0.172518766,0.198565797,0.628915438,8.022
3/5/2020,77863,94597,270633,,71929,85612,263540,421081,0.170819866,0.203314802,0.625865332,8.277
3/6/2020,79562,93131,262585,,71878,88109,261218,421205,0.170648497,0.209183177,0.620168327,8.943
3/7/2020,63404,90242,272256,,71815,90195,260175,422185,0.170103154,0.213638571,0.616258275,
3/8/2020,54044,84229,253455,,71337,89877,260488,421702,0.169164481,0.213129177,0.617706342,
3/9/2020,69429,86651,253919,,70661,89750,260990,421401,0.16768114,0.212980036,0.619338825,
3/10/2020,69756,86417,258044,8.28,69957,89460,262241,421658,0.165909339,0.212162463,0.621928198,8.28
3/11/2020,71077,87561,266437,8.449,69305,88975,262476,420756,0.164715417,0.211464602,0.623819981,8.365
3/12/2020,75403,89026,259930,8.593,68954,88180,260947,418081,0.164929762,0.210916067,0.624154171,8.441
3/13/2020,67537,84170,253807,9.331,67236,86899,259693,413828,0.162473298,0.209988208,0.627538494,8.663
3/14/2020,35712,64324,238580,11.85,63280,83197,254882,401359,0.157664335,0.207288238,0.635047426,9.301
3/15/2020,28205,56345,202785,12.912,59588,79213,247643,386444,0.154195692,0.204979247,0.640825061,9.902
3/16/2020,56048,72014,238356,11.247,57677,77122,245420,380219,0.151694155,0.202835734,0.645470111,10.094
3/17/2020,46977,64302,211297,11.844,54423,73963,238742,367128,0.148239851,0.201463795,0.650296354,10.604
3/18/2020,43233,61713,211081,12.22,50445,70271,230834,351550,0.143493102,0.199889063,0.656617835,11.142
3/19/2020,38571,55850,184624,12.635,45183,65531,220076,330790,0.136591191,0.198104538,0.665304272,11.72
3/20/2020,36600,54946,187639,12.914,40764,61356,210623,312743,0.130343445,0.196186645,0.67346991,12.232
3/21/2020,16900,36136,144570,13.488,38076,57329,197193,292598,0.13013076,0.195930936,0.673938304,12.466
3/22/2020,12688,26316,112617,13.866,35860,53040,184312,273212,0.131253386,0.194134957,0.674611657,12.602
3/23/2020,23144,37472,122678,13.088,31159,48105,167787,247051,0.126123756,0.19471688,0.679159364,12.865
3/24/2020,23754,38599,141816,13.685,27841,44433,157861,230135,0.120976818,0.193073631,0.685949551,13.128
3/25/2020,22422,37214,137943,13.656,24868,40933,147412,213213,0.116634539,0.191981727,0.691383734,13.333
3/26/2020,23669,37333,141631,13.838,22740,38288,141271,202299,0.112407872,0.189264406,0.698327723,13.505
3/27/2020,22297,38006,142641,13.884,20696,35868,134842,191406,0.108126182,0.187392245,0.704481573,13.644
3/28/2020,10045,22851,96261,13.404,19717,33970,127941,181628,0.108557051,0.187030634,0.704412315,13.632
3/29/2020,8745,19199,79354,13.957,19154,32953,123189,175296,0.109266612,0.187984894,0.702748494,13.645
3/30/2020,19978,31793,126126,14.053,18701,32142,123682,174525,0.107153703,0.184168457,0.70867784,13.783
3/31/2020,19075,31284,126916,13.985,18033,31097,121553,170683,0.105651998,0.182191548,0.712156454,13.825
4/1/2020,19218,31183,132871,13.695,17575,30236,120829,168640,0.104216082,0.179293169,0.71649075,13.831
4/2/2020,18268,30139,133185,13.824,16804,29208,119622,165634,0.1014526,0.176340606,0.722206793,13.829
4/3/2020,18521,30719,130776,13.76,16264,28167,117927,162358,0.10017369,0.173486986,0.726339324,13.811
4/4/2020,10062,21568,99493,13.74,16267,27984,118389,162640,0.100018446,0.172060994,0.727920561,13.859
4/5/2020,9361,19245,90352,14.197,16355,27990,119960,164305,0.099540489,0.170353915,0.730105596,13.893
4/6/2020,18476,30160,129782,13.906,16140,27757,120482,164379,0.098187725,0.168859769,0.732952506,13.872
4/7/2020,18230,29859,131323,14.068,16019,27553,121112,164684,0.097271137,0.1673083,0.735420563,13.884
4/8/2020,18346,29687,128716,14.113,15895,27340,120518,163753,0.097066924,0.166958773,0.735974303,13.944
4/9/2020,16330,28919,120626,13.858,15618,27165,118724,161507,0.096701691,0.168197044,0.735101265,13.949
4/10/2020,16145,28996,130585,14.059,15279,26919,118697,160895,0.094962553,0.167307872,0.737729575,13.991
4/11/2020,10385,22476,107014,13.658,15325,27049,119771,162145,0.094514169,0.166819822,0.738666009,13.98
4/12/2020,9783,19242,94701,14.571,15385,27048,120392,162825,0.094487947,0.166116997,0.739395056,14.033
4/13/2020,16739,27914,115849,13.619,15137,26728,118402,160267,0.094448639,0.1667717,0.738779661,13.992
4/14/2020,18879,32186,144122,13.858,15230,27060,120230,162520,0.093711543,0.166502584,0.739785873,13.962
4/15/2020,18493,32062,139302,14.112,15251,27399,121743,164393,0.09277159,0.16666768,0.740560729,13.962
4/16/2020,17661,32671,145535,13.958,15441,27935,125301,168677,0.091541823,0.165612383,0.742845794,13.977
4/17/2020,20166,34101,152139,13.825,16015,28665,128380,173060,0.092540159,0.165636196,0.741823645,13.943
4/18/2020,11018,24617,110255,13.96,16106,28970,128843,173919,0.092606328,0.166571795,0.740821877,13.986
4/19/2020,11873,24426,113249,14.232,16404,29711,131493,177608,0.092360704,0.167284131,0.740355164,13.938
4/20/2020,21046,35702,150276,14.009,17019,30824,136411,184254,0.092367059,0.167290805,0.740342136,13.993
4/21/2020,20013,34576,149060,13.562,17181,31165,137117,185463,0.092638424,0.168038908,0.739322668,13.951
4/22/2020,27139,37963,157978,13.52,18417,32008,139785,190210,0.096824562,0.168277167,0.73489827,13.867
4/23/2020,21849,37051,161727,13.87,19015,32634,142098,193747,0.098143455,0.168436156,0.733420388,13.854
4/24/2020,22262,36422,151993,13.318,19314,32965,142077,194356,0.099374344,0.169611435,0.731014221,13.781
4/25/2020,14573,30468,139202,13.9,19822,33801,146212,199835,0.099191833,0.169144544,0.731663622,13.773
4/26/2020,10551,23201,103221,13.503,19633,33626,144780,198039,0.099137039,0.169794838,0.731068123,13.669
4/27/2020,21671,38427,159748,13.709,19723,34015,146133,199871,0.098678648,0.170184769,0.731136583,13.626
4/28/2020,25679,39512,170103,13.592,20532,34721,149139,204392,0.10045403,0.169874555,0.729671416,13.63
4/29/2020,23509,39436,168761,13.596,20013,34931,150679,205623,0.097328606,0.169878856,0.732792538,13.641
4/30/2020,23758,39612,162720,13.124,20286,35297,150821,206404,0.098282979,0.171009283,0.730707738,13.534
5/1/2020,25234,42316,174795,13.103,20711,36139,154079,210929,0.098189438,0.171332534,0.730478028,13.504
5/2/2020,15865,35093,152220,13.678,20895,36800,155938,213633,0.097807923,0.172258031,0.729934046,13.472
5/3/2020,14297,31096,135337,13.712,21430,37927,160526,219883,0.097460922,0.172487186,0.730051891,13.502
5/4/2020,27049,42725,175572,13.57,22199,38541,162787,223527,0.099312387,0.172422124,0.728265489,13.482
5/5/2020,26672,43425,180475,13.454,22341,39100,164269,225710,0.098980993,0.173231137,0.727787869,13.462
5/6/2020,26680,42450,176155,13.517,22794,39531,165325,227650,0.100127389,0.173648144,0.726224467,13.451
5/7/2020,28093,46086,185840,13.413,23413,40456,168628,232497,0.100702375,0.174006546,0.725291079,13.493
5/8/2020,28651,45177,180709,12.983,23901,40865,169473,234239,0.102036809,0.174458566,0.723504626,13.475
5/9/2020,15184,34958,151307,13.396,23804,40845,169342,233991,0.101730408,0.174557996,0.723711596,13.435
5/10/2020,18345,36781,146063,14.111,24382,41657,170874,236913,0.102915416,0.175832479,0.721252105,13.492
5/11/2020,27668,45046,181380,13.174,24470,41989,171704,238163,0.102744759,0.176303624,0.720951617,13.435
5/12/2020,29568,46206,187038,13.214,24884,42386,172642,239912,0.103721365,0.176673113,0.719605522,13.401
5/13/2020,31907,47562,190287,12.917,25631,43117,174661,243409,0.105300133,0.177138068,0.717561799,13.315
5/14/2020,33802,47802,195926,12.981,26446,43362,176101,245909,0.107543848,0.176333522,0.716122631,13.254
5/15/2020,35062,50540,198345,12.72,27362,44128,178621,250111,0.109399427,0.176433663,0.71416691,13.216
5/16/2020,25815,42238,159691,13.27,28881,45168,179819,253868,0.113763846,0.177919234,0.708316921,13.198
5/17/2020,17003,37489,148247,13.58,28689,45269,180131,254089,0.112909256,0.178161983,0.708928761,13.122
5/18/2020,31937,49721,196322,12.978,29299,45937,182265,257501,0.113782082,0.178395424,0.707822494,13.094
5/19/2020,33929,50149,202386,12.908,29922,46500,184458,260880,0.114696412,0.17824287,0.707060718,13.051
5/20/2020,35283,52232,202168,12.749,30404,47167,186155,263726,0.11528632,0.178848502,0.705865178,13.026
5/21/2020,38244,52706,200470,12.691,31039,47868,186804,265711,0.116814885,0.180150615,0.7030345,12.985
5/22/2020,42237,55233,200325,12.217,32064,48538,187087,267689,0.11978079,0.181322355,0.698896854,12.913
5/23/2020,15987,37697,149252,13.176,30660,47890,185596,264146,0.116072172,0.18130125,0.702626578,12.9
5/24/2020,19404,41450,159603,13.836,31003,48455,187218,266676,0.116257181,0.181699891,0.702042928,12.936
5/25/2020,19660,44151,157549,13.749,29249,47660,181679,258588,0.11311043,0.18430863,0.70258094,13.046
5/26/2020,40102,56892,205807,12.686,30131,48623,182168,260922,0.115478955,0.18635071,0.698170334,13.015
5/27/2020,41187,56035,209354,12.56,30974,49166,183194,263334,0.117622487,0.186705856,0.695671657,12.988
5/28/2020,40055,55824,204598,12.541,31233,49612,183784,264629,0.118025613,0.187477563,0.694496824,12.966
5/29/2020,37489,55997,208197,12.449,30555,49721,184909,265185,0.115221449,0.187495522,0.697283029,13
5/30/2020,24847,46845,173041,12.924,31821,51028,188307,271156,0.11735311,0.188186874,0.694460016,12.964
5/31/2020,21781,44108,160465,13.375,32160,51407,188430,271997,0.118236598,0.188998408,0.692764994,12.898
6/1/2020,40949,55270,204336,12.238,35201,52996,195114,283311,0.124248617,0.187059451,0.688691932,12.682
6/2/2020,38358,50756,186918,11.743,34952,52119,192416,279487,0.125057695,0.186480945,0.68846136,12.547
6/3/2020,40205,50653,185863,12.178,34812,51350,189060,275222,0.126486981,0.186576654,0.686936364,12.493
6/4/2020,43891,52485,180401,11.986,35360,50873,185603,271836,0.13007843,0.187145926,0.682775644,12.413
6/5/2020,42682,52882,184728,12.139,36102,50428,182250,268780,0.13431803,0.187618126,0.678063844,12.369
6/6/2020,23046,41316,146237,12.005,35845,49639,178421,263905,0.135825392,0.188094201,0.676080408,12.238
6/7/2020,24466,43615,153162,13.275,36228,49568,177378,263174,0.137657975,0.188346873,0.673995151,12.223
6/8/2020,46908,59376,205374,12.177,37079,50155,177526,264760,0.14004759,0.189435715,0.670516694,12.215
6/9/2020,49320,59797,207398,12.028,38645,51446,180452,270543,0.142842358,0.190158311,0.666999331,12.255
