PWGTP,STPUMA,POWSPPUMA,RES,POW,TM,TT
25,03603311,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603302,03604000,Long Island,Brooklyn,Rail,60 to 89 Mins
15,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
8,03603202,03603800,Long Island,Manhattan,Rail,90 Mins or More
11,03603207,03603800,Long Island,Manhattan,Rail,90 Mins or More
5,03603205,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
53,03603303,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
24,03603210,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
24,03603205,03603800,Long Island,Manhattan,Rail,90 Mins or More
19,03603308,03603800,Long Island,Manhattan,Rail,90 Mins or More
28,03603304,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
26,03602802,03603800,Mid Hudson Valley,Manhattan,Drive Alone,90 Mins or More
23,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,90 Mins or More
21,03603211,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
15,03603202,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
40,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
14,03603210,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
15,03603210,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
16,03603206,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
9,03603106,03603800,Lower Hudson Valley,Manhattan,Carpool,30 to 59 Mins
26,03603002,03603700,Lower Hudson Valley,Bronx,Drive Alone,60 to 89 Mins
13,03603211,03603800,Long Island,Manhattan,Subway,90 Mins or More
11,03603203,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
17,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
15,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
17,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
12,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
11,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
13,03603105,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
16,03603104,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
18,03603305,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
12,03603202,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
11,03603202,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603205,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
13,03603210,03604100,Long Island,Queens,Drive Alone,90 Mins or More
14,03603210,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
13,03602701,03603800,Mid Hudson Valley,Manhattan,Other,30 to 59 Mins
8,03603102,03604000,Lower Hudson Valley,Brooklyn,Drive Alone,30 to 59 Mins
8,03603308,03604100,Long Island,Queens,Carpool,90 Mins or More
26,03603105,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
20,03603207,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
13,03603205,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
13,03603205,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
30,03602903,03603700,Mid Hudson Valley,Bronx,Drive Alone,90 Mins or More
25,03603210,03604100,Long Island,Queens,Carpool,30 to 59 Mins
14,03603106,03604100,Lower Hudson Valley,Queens,Drive Alone,30 to 59 Mins
12,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
12,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
24,03603202,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
55,03603210,03603700,Long Island,Bronx,Drive Alone,30 to 59 Mins
15,03603210,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
27,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
10,03603204,03603800,Long Island,Manhattan,Subway,90 Mins or More
12,03603204,03603800,Long Island,Manhattan,Subway,90 Mins or More
13,03603312,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
14,03603311,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
78,03602802,03603800,Mid Hudson Valley,Manhattan,Rail,90 Mins or More
24,03603106,03603800,Lower Hudson Valley,Manhattan,Drive Alone,Less than 30 Mins
59,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
14,03603103,03604100,Lower Hudson Valley,Queens,Drive Alone,60 to 89 Mins
13,03603307,03604100,Long Island,Queens,Rail,90 Mins or More
4,03603205,03604100,Long Island,Queens,Carpool,60 to 89 Mins
3,03603205,03604100,Long Island,Queens,Carpool,60 to 89 Mins
4,03603205,03604100,Long Island,Queens,Carpool,60 to 89 Mins
4,03603205,03603800,Long Island,Manhattan,Bus,Less than 30 Mins
18,03603201,03603800,Long Island,Manhattan,Rail,90 Mins or More
15,03603201,03603800,Long Island,Manhattan,Rail,90 Mins or More
13,03603205,03603800,Long Island,Manhattan,Rail,90 Mins or More
18,03603208,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
13,03602802,03603800,Mid Hudson Valley,Manhattan,Rail,90 Mins or More
39,03603210,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
20,03603203,03604100,Long Island,Queens,Drive Alone,90 Mins or More
16,03603105,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
14,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
23,03603102,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
22,03603312,03603700,Long Island,Bronx,Rail,90 Mins or More
14,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
24,03603302,03603800,Long Island,Manhattan,Rail,90 Mins or More
14,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,60 to 89 Mins
15,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
24,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
15,03603103,03603800,Lower Hudson Valley,Manhattan,Drive Alone,90 Mins or More
19,03603103,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
11,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603312,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
11,03603101,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
13,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
27,03603212,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
25,03603101,03603800,Lower Hudson Valley,Manhattan,Bus,Less than 30 Mins
21,03603306,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
12,03603212,03604000,Long Island,Brooklyn,Drive Alone,Less than 30 Mins
14,03603212,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
8,03603212,03604000,Long Island,Brooklyn,Rail,60 to 89 Mins
33,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
36,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
22,03603207,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
10,03603211,03603800,Long Island,Manhattan,Rail,90 Mins or More
12,03603001,03603800,Lower Hudson Valley,Manhattan,Bus,90 Mins or More
24,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
13,03603305,03603800,Long Island,Manhattan,Bus,30 to 59 Mins
14,03603305,03603800,Long Island,Manhattan,Subway,30 to 59 Mins
17,03603305,03603800,Long Island,Manhattan,Subway,30 to 59 Mins
7,03603105,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
9,03603105,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
32,03603301,03603800,Long Island,Manhattan,Rail,90 Mins or More
56,03603203,03603800,Long Island,Manhattan,Drive Alone,Less than 30 Mins
13,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
20,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
21,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
14,03602903,03603700,Mid Hudson Valley,Bronx,Drive Alone,90 Mins or More
12,03602903,03603700,Mid Hudson Valley,Bronx,Drive Alone,60 to 89 Mins
17,03603107,03604100,Lower Hudson Valley,Queens,Drive Alone,Less than 30 Mins
13,03603210,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
13,03603210,03603800,Long Island,Manhattan,Subway,60 to 89 Mins
8,03603207,03604000,Long Island,Brooklyn,Subway,60 to 89 Mins
9,03603207,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
18,03603202,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
25,03603205,03603700,Long Island,Bronx,Drive Alone,30 to 59 Mins
11,03603212,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
14,03603211,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
28,03603104,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
6,03603205,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
8,03603205,03603800,Long Island,Manhattan,Bus,30 to 59 Mins
8,03603205,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
47,03603101,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
11,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
13,03603210,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
18,03603103,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
14,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
9,03603101,03603700,Lower Hudson Valley,Bronx,Drive Alone,60 to 89 Mins
13,03603101,03603800,Lower Hudson Valley,Manhattan,Subway,90 Mins or More
10,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
12,03603102,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
15,03603003,03603800,Lower Hudson Valley,Manhattan,Bus,Less than 30 Mins
48,03602902,03603800,Mid Hudson Valley,Manhattan,Bus,30 to 59 Mins
16,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
22,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
20,03603105,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
14,03603105,03604100,Lower Hudson Valley,Queens,Rail,60 to 89 Mins
16,03603205,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
49,03603308,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
18,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
23,03603202,03603800,Long Island,Manhattan,Rail,90 Mins or More
17,03603308,03603800,Long Island,Manhattan,Rail,90 Mins or More
15,03603209,03604100,Long Island,Queens,Rail,60 to 89 Mins
7,03603202,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
8,03603202,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
25,03603212,03604100,Long Island,Queens,Rail,60 to 89 Mins
14,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
14,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
14,03603106,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
73,03603204,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
8,03602801,03604000,Mid Hudson Valley,Brooklyn,Rail,90 Mins or More
15,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
13,03603102,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
17,03603209,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
23,03603209,03603700,Long Island,Bronx,Drive Alone,30 to 59 Mins
13,03603203,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
13,03603203,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
15,03603104,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
19,03603206,03604100,Long Island,Queens,Carpool,Less than 30 Mins
12,03603206,03603800,Long Island,Manhattan,Rail,90 Mins or More
10,03603003,03604100,Lower Hudson Valley,Queens,Drive Alone,60 to 89 Mins
9,03603313,03603800,Long Island,Manhattan,Rail,90 Mins or More
47,03603203,03603800,Long Island,Manhattan,Rail,90 Mins or More
18,03603301,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
44,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,60 to 89 Mins
12,03603203,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
12,03603209,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
19,03603106,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
8,03603201,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
29,03603209,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
30,03603209,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
23,03603204,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
7,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
8,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
39,03603104,03603800,Lower Hudson Valley,Manhattan,Carpool,30 to 59 Mins
25,03603201,03603800,Long Island,Manhattan,Rail,90 Mins or More
13,03603105,03604100,Lower Hudson Valley,Queens,Drive Alone,30 to 59 Mins
11,03603105,03603800,Lower Hudson Valley,Manhattan,Subway,30 to 59 Mins
16,03603209,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
28,03603301,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
50,03603102,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
4,03603201,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
4,03603201,03603800,Long Island,Manhattan,Subway,30 to 59 Mins
15,03603312,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
16,03603312,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
16,03603209,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
15,03603106,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
10,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
17,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
16,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
54,03603210,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
52,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
39,03603102,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
12,03602901,03603800,Mid Hudson Valley,Manhattan,Drive Alone,90 Mins or More
17,03603201,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
14,03603104,03604100,Lower Hudson Valley,Queens,Rail,60 to 89 Mins
119,03603211,03603800,Long Island,Manhattan,Subway,90 Mins or More
9,03603106,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
12,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
17,03603304,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
12,03603101,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
12,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
15,03603204,03604100,Long Island,Queens,Carpool,30 to 59 Mins
15,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
74,03603312,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
11,03603107,03604100,Lower Hudson Valley,Queens,Drive Alone,30 to 59 Mins
23,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
60,03603313,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
28,03603103,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
23,03603310,03603800,Long Island,Manhattan,Rail,90 Mins or More
44,03603309,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
27,03603106,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
18,03603309,03603800,Long Island,Manhattan,Subway,90 Mins or More
13,03603202,03603700,Long Island,Bronx,Drive Alone,60 to 89 Mins
16,03603202,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
20,03603205,03603700,Long Island,Bronx,Drive Alone,60 to 89 Mins
3,03602701,03604100,Mid Hudson Valley,Queens,Drive Alone,60 to 89 Mins
19,03603001,03603800,Lower Hudson Valley,Manhattan,Drive Alone,90 Mins or More
60,03603205,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
69,03603302,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
14,03603203,03604100,Long Island,Queens,Carpool,60 to 89 Mins
15,03603203,03604100,Long Island,Queens,Carpool,60 to 89 Mins
34,03603002,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
15,03603204,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
29,03603002,03603800,Lower Hudson Valley,Manhattan,Bus,90 Mins or More
19,03603001,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
15,03603302,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
15,03603211,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
16,03603211,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
15,03603211,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
51,03603211,03603800,Long Island,Manhattan,Rail,90 Mins or More
15,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
19,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
23,03603107,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
13,03603204,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
46,03603210,03604100,Long Island,Queens,Bus,90 Mins or More
54,03603210,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
58,03603211,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
71,03603211,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
7,03603204,03604100,Long Island,Queens,Carpool,Less than 30 Mins
12,03603107,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
27,03602903,03603800,Mid Hudson Valley,Manhattan,Drive Alone,Less than 30 Mins
23,03602903,03604000,Mid Hudson Valley,Brooklyn,Drive Alone,30 to 59 Mins
42,03603210,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
5,03603212,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
4,03603202,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
13,03603210,03603800,Long Island,Manhattan,Drive Alone,Less than 30 Mins
22,03603001,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
28,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
10,03603309,03603800,Long Island,Manhattan,Other,Less than 30 Mins
19,03603201,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
77,03603103,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
15,03603103,03604000,Lower Hudson Valley,Brooklyn,Rail,90 Mins or More
22,03603003,03603800,Lower Hudson Valley,Manhattan,Bus,60 to 89 Mins
14,03603304,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
10,03603207,03603800,Long Island,Manhattan,Other,Less than 30 Mins
17,03603105,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
17,03603309,03604100,Long Island,Queens,Carpool,60 to 89 Mins
16,03603309,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
6,03603202,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
9,03603202,03603800,Long Island,Manhattan,Subway,60 to 89 Mins
8,03603107,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
71,03603206,03603800,Long Island,Manhattan,Bus,30 to 59 Mins
67,03603206,03603800,Long Island,Manhattan,Drive Alone,Less than 30 Mins
12,03603107,03603800,Lower Hudson Valley,Manhattan,Carpool,60 to 89 Mins
16,03603107,03603800,Lower Hudson Valley,Manhattan,Carpool,60 to 89 Mins
13,03603201,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
25,03603303,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
24,03603001,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
24,03603306,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
16,03603209,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
41,03603107,03603700,Lower Hudson Valley,Bronx,Carpool,30 to 59 Mins
13,03603210,03603800,Long Island,Manhattan,Rail,90 Mins or More
13,03602902,03603900,Mid Hudson Valley,Staten Island,Drive Alone,90 Mins or More
114,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
7,03603101,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
10,03603303,03603800,Long Island,Manhattan,Rail,90 Mins or More
12,03603310,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
14,03603204,03603800,Long Island,Manhattan,Subway,90 Mins or More
12,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
17,03603106,03603800,Lower Hudson Valley,Manhattan,Subway,90 Mins or More
24,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
27,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
22,03603302,03603800,Long Island,Manhattan,Rail,90 Mins or More
9,03603201,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
15,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
