month,borough,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2020-07,Brooklyn,LCL/LTD,B12,Peak,3813955,21364650,5.601704792
2020-07,Brooklyn,LCL/LTD,B13,Off-Peak,6628489,55227211.2,8.331794954
2020-07,Brooklyn,LCL/LTD,B13,Peak,3625657,28595448,7.886970003
2020-07,Brooklyn,LCL/LTD,B14,Off-Peak,3917928,27256237.2,6.9567989
2020-07,Brooklyn,LCL/LTD,B14,Peak,1991561,12390292.8,6.221397587
2020-07,Brooklyn,LCL/LTD,B15,Off-Peak,14059978,131815749.6,9.375245793
2020-07,Brooklyn,LCL/LTD,B15,Peak,5666451,42453802.8,7.492132695
2020-07,Brooklyn,LCL/LTD,B16,Off-Peak,4408788,34743484.8,7.880507024
2020-07,Brooklyn,LCL/LTD,B16,Peak,2333307,16556029.2,7.095521164
2020-07,Brooklyn,LCL/LTD,B17,Off-Peak,6057197,48228609.6,7.962199281
2020-07,Brooklyn,LCL/LTD,B17,Peak,2945405,20631268.8,7.004560935
2020-07,Brooklyn,LCL/LTD,B2,Off-Peak,1188614,11122995.6,9.357954391
2020-07,Brooklyn,LCL/LTD,B2,Peak,728946,6325398,8.677457589
2020-07,Brooklyn,LCL/LTD,B20,Off-Peak,6700472,46970377.2,7.01001022
2020-07,Brooklyn,LCL/LTD,B20,Peak,3329161,21805534.8,6.549858898
2020-07,Brooklyn,LCL/LTD,B24,Off-Peak,2510763,24415221.6,9.724223911
2020-07,Brooklyn,LCL/LTD,B24,Peak,1235918,10726329.6,8.678835975
2020-07,Brooklyn,LCL/LTD,B25,Off-Peak,7668522,52174872,6.803771574
2020-07,Brooklyn,LCL/LTD,B25,Peak,3445188,21266406,6.172785346
2020-07,Brooklyn,LCL/LTD,B26,Off-Peak,7477605,52302643.2,6.994571551
2020-07,Brooklyn,LCL/LTD,B26,Peak,4197115,27092505.6,6.455030563
2020-07,Brooklyn,LCL/LTD,B3,Off-Peak,7654321,57529317.6,7.515926965
2020-07,Brooklyn,LCL/LTD,B3,Peak,3709873,25246407.6,6.805194571
2020-07,Brooklyn,LCL/LTD,B31,Off-Peak,1315113,13586760,10.3312491
2020-07,Brooklyn,LCL/LTD,B31,Peak,804425,7584390,9.428337011
2020-07,Brooklyn,LCL/LTD,B32,Off-Peak,910074,9002311.2,9.891845279
2020-07,Brooklyn,LCL/LTD,B32,Peak,495826,4869414,9.82081214
2020-07,Brooklyn,LCL/LTD,B35,Off-Peak,13503077,77589655.2,5.746072188
2020-07,Brooklyn,LCL/LTD,B35,Peak,7382499,39789327.6,5.389682762
2020-07,Brooklyn,LCL/LTD,B36,Off-Peak,5870655,47830989.6,8.1474707
2020-07,Brooklyn,LCL/LTD,B36,Peak,3562394,26675121.6,7.487976232
2020-07,Brooklyn,LCL/LTD,B37,Off-Peak,2709810,21269278.8,7.84899266
2020-07,Brooklyn,LCL/LTD,B37,Peak,1426628,10281038.4,7.206530644
2020-07,Brooklyn,LCL/LTD,B38,Off-Peak,12629763,83131354.8,6.582178525
2020-07,Brooklyn,LCL/LTD,B38,Peak,6324469,39062592,6.1764224
2020-07,Brooklyn,LCL/LTD,B4,Off-Peak,4581791,35511642,7.750602766
2020-07,Brooklyn,LCL/LTD,B4,Peak,2380929,16707794.4,7.017342558
2020-07,Brooklyn,LCL/LTD,B41,Off-Peak,18965160,130250174.4,6.867865834
2020-07,Brooklyn,LCL/LTD,B41,Peak,8683620,58462347.6,6.732485714
2020-07,Brooklyn,LCL/LTD,B43,Off-Peak,7549987,49994013.6,6.621735057
2020-07,Brooklyn,LCL/LTD,B43,Peak,3790986,22508265.6,5.937311718
2020-07,Brooklyn,LCL/LTD,B44,Off-Peak,10330629,81179143.2,7.858102658
2020-07,Brooklyn,LCL/LTD,B44,Peak,3956745,25437708,6.428948037
2020-07,Brooklyn,LCL/LTD,B45,Off-Peak,4738091,31447029.6,6.63706746
2020-07,Brooklyn,LCL/LTD,B45,Peak,2122929,11812255.2,5.564131066
2020-07,Brooklyn,LCL/LTD,B46,Off-Peak,12998984,93157347.6,7.166509906
2020-07,Brooklyn,LCL/LTD,B46,Peak,5699669,37533535.2,6.585213141
2020-07,Brooklyn,LCL/LTD,B47,Off-Peak,7097977,52884187.2,7.450599967
2020-07,Brooklyn,LCL/LTD,B47,Peak,3401665,23265770.4,6.839524292
2020-07,Brooklyn,LCL/LTD,B48,Off-Peak,4237333,31444920,7.420922547
2020-07,Brooklyn,LCL/LTD,B48,Peak,2040848,12122946,5.940151349
2020-07,Brooklyn,LCL/LTD,B49,Off-Peak,8433338,62335242,7.391526582
2020-07,Brooklyn,LCL/LTD,B49,Peak,4248164,29375640,6.914902532
2020-07,Brooklyn,LCL/LTD,B52,Off-Peak,8081014,54101271.6,6.694861759
2020-07,Brooklyn,LCL/LTD,B52,Peak,4189512,26202726,6.254362322
2020-07,Brooklyn,LCL/LTD,B54,Off-Peak,5569125,35350761.6,6.347632994
2020-07,Brooklyn,LCL/LTD,B54,Peak,3025290,17515465.2,5.789681386
2020-07,Brooklyn,LCL/LTD,B57,Off-Peak,5498889,39903148.8,7.256583794
2020-07,Brooklyn,LCL/LTD,B57,Peak,2661603,18045129.6,6.779797588
2020-07,Brooklyn,LCL/LTD,B6,Off-Peak,23987594,203800118.4,8.496063357
2020-07,Brooklyn,LCL/LTD,B6,Peak,11610989,89960234.4,7.747852866
2020-07,Brooklyn,LCL/LTD,B60,Off-Peak,7283523,50723888.4,6.964196914
2020-07,Brooklyn,LCL/LTD,B60,Peak,4010830,24865246.8,6.199526482
2020-07,Brooklyn,LCL/LTD,B61,Off-Peak,5695696,49349412,8.664333911
2020-07,Brooklyn,LCL/LTD,B61,Peak,2720927,21337308,7.841925932
2020-07,Brooklyn,LCL/LTD,B62,Off-Peak,6570390,52943443.2,8.057884418
2020-07,Brooklyn,LCL/LTD,B62,Peak,3156824,22657316.4,7.177250426
2020-07,Brooklyn,LCL/LTD,B63,Off-Peak,8678777,53164760.4,6.125835518
2020-07,Brooklyn,LCL/LTD,B63,Peak,3967025,22036150.8,5.554830333
2020-07,Brooklyn,LCL/LTD,B64,Off-Peak,4660239,38125958.4,8.181116548
2020-07,Brooklyn,LCL/LTD,B64,Peak,2256837,17387971.2,7.704575563
2020-07,Brooklyn,LCL/LTD,B65,Off-Peak,3893985,26589049.2,6.828236164
2020-07,Brooklyn,LCL/LTD,B65,Peak,1913113,12176578.8,6.364798525
2020-07,Brooklyn,LCL/LTD,B67,Off-Peak,3712154,26267612.4,7.076110636
2020-07,Brooklyn,LCL/LTD,B67,Peak,2090618,13599237.6,6.504888794
2020-07,Brooklyn,LCL/LTD,B68,Off-Peak,9664120,72871149.6,7.540381287
2020-07,Brooklyn,LCL/LTD,B68,Peak,4257509,30515936.4,7.167556522
2020-07,Brooklyn,LCL/LTD,B69,Off-Peak,2970802,21701206.8,7.304831086
2020-07,Brooklyn,LCL/LTD,B69,Peak,1962692,13202712,6.726838444
2020-07,Brooklyn,LCL/LTD,B7,Off-Peak,3566369,27227098.8,7.63440317
2020-07,Brooklyn,LCL/LTD,B7,Peak,2135231,14901084,6.978675375
2020-07,Brooklyn,LCL/LTD,B70,Off-Peak,3548855,25308327.6,7.131406496
2020-07,Brooklyn,LCL/LTD,B70,Peak,2044975,13901857.2,6.798057287
2020-07,Brooklyn,LCL/LTD,B74,Off-Peak,1186477,10088452.8,8.502864194
2020-07,Brooklyn,LCL/LTD,B74,Peak,832601,6446563.2,7.742680107
2020-07,Brooklyn,LCL/LTD,B8,Off-Peak,10990167,78079996.8,7.104532333
2020-07,Brooklyn,LCL/LTD,B8,Peak,4972442,31760665.2,6.387337489
2020-07,Brooklyn,LCL/LTD,B82,Off-Peak,10665698,82641153.6,7.748311794
2020-07,Brooklyn,LCL/LTD,B82,Peak,4423240,30552717.6,6.907316266
2020-07,Brooklyn,LCL/LTD,B83,Off-Peak,4613577,36786816,7.97359966
2020-07,Brooklyn,LCL/LTD,B83,Peak,2302198,16819506,7.305846847
2020-07,Brooklyn,LCL/LTD,B84,Off-Peak,366884,3933324,10.72089271
2020-07,Brooklyn,LCL/LTD,B84,Peak,200250,2022512.4,10.09993708
2020-07,Brooklyn,LCL/LTD,B9,Off-Peak,9069752,63124250.4,6.959865099
2020-07,Brooklyn,LCL/LTD,B9,Peak,4858826,32386266,6.665450872
2020-07,Brooklyn,LCL/LTD,B99,Off-Peak,1293402,16438870.8,12.70979232
2020-07,Brooklyn,SBS,B44-SBS,Off-Peak,8616831,80530297.2,9.345697647
2020-07,Brooklyn,SBS,B44-SBS,Peak,4690295,42585120,9.079411849
2020-07,Brooklyn,SBS,B46-SBS,Off-Peak,7814699,67169952,8.59533451
2020-07,Brooklyn,SBS,B46-SBS,Peak,5850887,49390974,8.441621587
2020-07,Brooklyn,SBS,B82-SBS,Off-Peak,6846833,62456659.2,9.121977884
2020-07,Brooklyn,SBS,B82-SBS,Peak,3978943,35455719.6,8.910838783
2020-07,Manhattan,LCL/LTD,M1,Off-Peak,9353796,57879518.4,6.187810639
2020-07,Manhattan,LCL/LTD,M1,Peak,5040127,31510065.6,6.251839606
2020-07,Manhattan,LCL/LTD,M10,Off-Peak,5629437,33162217.2,5.890858571
2020-07,Manhattan,LCL/LTD,M10,Peak,2976572,16738232.4,5.623325221
2020-07,Manhattan,LCL/LTD,M100,Off-Peak,10858278,57879885.6,5.330484779
2020-07,Manhattan,LCL/LTD,M100,Peak,4548145,24352776,5.354441426
2020-07,Manhattan,LCL/LTD,M101,Off-Peak,16091319,97555327.2,6.062606005
2020-07,Manhattan,LCL/LTD,M101,Peak,6125934,35556782.4,5.804303866
2020-07,Manhattan,LCL/LTD,M102,Off-Peak,11137613,67621719.6,6.071473268
2020-07,Manhattan,LCL/LTD,M102,Peak,4610642,23561478,5.11023801
2020-07,Manhattan,LCL/LTD,M103,Off-Peak,7730891,43566933.6,5.635434984
2020-07,Manhattan,LCL/LTD,M103,Peak,3471529,17814610.8,5.131632431
2020-07,Manhattan,LCL/LTD,M104,Off-Peak,7604388,46118070,6.064665559
2020-07,Manhattan,LCL/LTD,M104,Peak,3113312,17111350.8,5.496188882
2020-07,Manhattan,LCL/LTD,M106,Off-Peak,1195483,7390958.4,6.182403598
2020-07,Manhattan,LCL/LTD,M106,Peak,869284,5934308.4,6.826662403
2020-07,Manhattan,LCL/LTD,M11,Off-Peak,9091660,53624034,5.898156552
2020-07,Manhattan,LCL/LTD,M11,Peak,3859294,22199544,5.752229294
2020-07,Manhattan,LCL/LTD,M116,Off-Peak,4295007,25326201.6,5.896661309
2020-07,Manhattan,LCL/LTD,M116,Peak,2261886,13074192,5.78021704
2020-07,Manhattan,LCL/LTD,M12,Off-Peak,1229883,9834552,7.996331358
2020-07,Manhattan,LCL/LTD,M12,Peak,577840,4312674,7.463439706
2020-07,Manhattan,LCL/LTD,M15,Off-Peak,13721789,91308636,6.654280721
2020-07,Manhattan,LCL/LTD,M15,Peak,5300406,30140816.4,5.686510882
2020-07,Manhattan,LCL/LTD,M2,Off-Peak,11802799,81902188.8,6.939217452
2020-07,Manhattan,LCL/LTD,M2,Peak,5656646,35796722.4,6.328259255
2020-07,Manhattan,LCL/LTD,M20,Off-Peak,4059752,28403172,6.996282532
2020-07,Manhattan,LCL/LTD,M20,Peak,1711319,10210888.8,5.966677633
2020-07,Manhattan,LCL/LTD,M21,Off-Peak,1228187,8307745.2,6.764234762
2020-07,Manhattan,LCL/LTD,M21,Peak,717678,4857523.2,6.768388051
2020-07,Manhattan,LCL/LTD,M22,Off-Peak,1939055,12557361.6,6.476021361
2020-07,Manhattan,LCL/LTD,M22,Peak,1131755,6834772.8,6.039092206
2020-07,Manhattan,LCL/LTD,M3,Off-Peak,14036995,81171568.8,5.782688446
2020-07,Manhattan,LCL/LTD,M3,Peak,5895390,31534855.2,5.34907024
2020-07,Manhattan,LCL/LTD,M31,Off-Peak,5920170,32451166.8,5.481458607
2020-07,Manhattan,LCL/LTD,M31,Peak,3124051,16192864.8,5.183290798
2020-07,Manhattan,LCL/LTD,M4,Off-Peak,5548514,43672489.2,7.871024422
2020-07,Manhattan,LCL/LTD,M4,Peak,5081195,29422476,5.790463857
2020-07,Manhattan,LCL/LTD,M42,Off-Peak,3916954,21830598,5.573360831
2020-07,Manhattan,LCL/LTD,M42,Peak,2258900,12359001.6,5.471247775
2020-07,Manhattan,LCL/LTD,M5,Off-Peak,8625899,62442079.2,7.238906832
2020-07,Manhattan,LCL/LTD,M5,Peak,3965849,27384048,6.904964864
2020-07,Manhattan,LCL/LTD,M50,Off-Peak,1795225,11302221.6,6.295713128
2020-07,Manhattan,LCL/LTD,M50,Peak,927930,5503089.6,5.930500792
2020-07,Manhattan,LCL/LTD,M55,Off-Peak,3262074,23017780.8,7.056179841
2020-07,Manhattan,LCL/LTD,M55,Peak,1446776,9061437.6,6.263193196
2020-07,Manhattan,LCL/LTD,M57,Off-Peak,3582059,19322233.2,5.394169443
2020-07,Manhattan,LCL/LTD,M57,Peak,2150793,11278252.8,5.243764881
2020-07,Manhattan,LCL/LTD,M66,Off-Peak,3141272,20290971.6,6.459476161
2020-07,Manhattan,LCL/LTD,M66,Peak,2137214,13289932.8,6.218344443
2020-07,Manhattan,LCL/LTD,M7,Off-Peak,9442512,61320510,6.494088649
2020-07,Manhattan,LCL/LTD,M7,Peak,3754005,20379495.6,5.428734272
2020-07,Manhattan,LCL/LTD,M72,Off-Peak,3066456,19191178.8,6.258423013
2020-07,Manhattan,LCL/LTD,M72,Peak,1383578,8920202.4,6.447198785
2020-07,Manhattan,LCL/LTD,M8,Off-Peak,1462678,9253674,6.326528464
2020-07,Manhattan,LCL/LTD,M8,Peak,906135,5546055.6,6.120562168
2020-07,Manhattan,LCL/LTD,M9,Off-Peak,3922872,25597468.8,6.525185833
2020-07,Manhattan,LCL/LTD,M9,Peak,2345863,15045134.4,6.413475297
2020-07,Manhattan,LCL/LTD,M96,Off-Peak,4515550,30265894.8,6.702593217
2020-07,Manhattan,LCL/LTD,M96,Peak,2591560,16178014.8,6.242577752
2020-07,Manhattan,LCL/LTD,M98,Off-Peak,578670,6059613.6,10.47162217
2020-07,Manhattan,LCL/LTD,M98,Peak,1257510,12091226.4,9.615212921
2020-07,Manhattan,SBS,M14A-SBS,Off-Peak,5076752,30098530.8,5.92869827
2020-07,Manhattan,SBS,M14A-SBS,Peak,2375687,13015432.8,5.478597475
2020-07,Manhattan,SBS,M14D-SBS,Off-Peak,7960496,49476618,6.215268245
2020-07,Manhattan,SBS,M14D-SBS,Peak,4033240,24104106,5.976362924
2020-07,Manhattan,SBS,M15-SBS,Off-Peak,11283634,91317690,8.092932649
2020-07,Manhattan,SBS,M15-SBS,Peak,6583456,52256660.4,7.937572667
2020-07,Manhattan,SBS,M23-SBS,Off-Peak,4006489,25947000,6.476243913
2020-07,Manhattan,SBS,M23-SBS,Peak,1872600,11768374.8,6.284510734
2020-07,Manhattan,SBS,M34A-SBS,Off-Peak,2936389,17022387.6,5.797047871
2020-07,Manhattan,SBS,M34A-SBS,Peak,1606687,8928907.2,5.557340789
2020-07,Manhattan,SBS,M34-SBS,Off-Peak,2621266,13886060.4,5.297463287
2020-07,Manhattan,SBS,M34-SBS,Peak,1363094,6875388,5.04395735
2020-07,Manhattan,SBS,M60-SBS,Off-Peak,10434685,117924303.6,11.30118481
2020-07,Manhattan,SBS,M60-SBS,Peak,4343909,42505084.8,9.784985091
2020-07,Manhattan,SBS,M79-SBS,Off-Peak,4259635,29264554.8,6.870202447
2020-07,Manhattan,SBS,M79-SBS,Peak,2511751,16623669.6,6.618358906
2020-07,Manhattan,SBS,M86-SBS,Off-Peak,5397616,37707674.4,6.98598685
2020-07,Manhattan,SBS,M86-SBS,Peak,2949936,20144325.6,6.828733098
2020-07,Queens,EXP,QM12/QM42,Off-Peak,60270,861746.4,14.29809856
2020-07,Queens,EXP,QM12/QM42,Peak,176177,2430907.2,13.79809623
2020-07,Queens,EXP,QM15,Off-Peak,821993,11645560.8,14.16746955
2020-07,Queens,EXP,QM15,Peak,561851,7306722,13.00473257
2020-07,Queens,EXP,QM17,Off-Peak,682171,11604733.2,17.01147249
2020-07,Queens,EXP,QM17,Peak,347269,5250891.6,15.12053077
2020-07,Queens,EXP,QM18,Off-Peak,55647,711968.4,12.79437166
2020-07,Queens,EXP,QM18,Peak,357749,3974245.2,11.10903231
2020-07,Queens,EXP,QM1/QM31/QM5/QM35,Off-Peak,803716,13476110.4,16.7672541
2020-07,Queens,EXP,QM1/QM31/QM5/QM35,Peak,1261984,19356768,15.33836245
2020-07,Queens,EXP,QM20,Off-Peak,292968,4460212.8,15.224232
2020-07,Queens,EXP,QM20,Peak,352247,4492357.2,12.75342927
2020-07,Queens,EXP,QM21,Off-Peak,132445,2442888,18.44454679
2020-07,Queens,EXP,QM21,Peak,366007,5171763.6,14.13023139
2020-07,Queens,EXP,QM25,Off-Peak,94457,1396828.8,14.78798607
2020-07,Queens,EXP,QM25,Peak,226362,3556699.2,15.71243937
2020-07,Queens,EXP,QM2/QM32,Off-Peak,707022,10230930,14.47045495
2020-07,Queens,EXP,QM2/QM32,Peak,807490,11599628.4,14.36504279
2020-07,Queens,EXP,QM6/QM36,Off-Peak,268421,4743622.8,17.6723237
2020-07,Queens,EXP,QM6/QM36,Peak,381086,6337306.8,16.62959752
2020-07,Queens,EXP,QM7/QM8,Off-Peak,182917,3816900,20.86684124
2020-07,Queens,EXP,QM7/QM8,Peak,473936,9609199.2,20.27530975
2020-07,Queens,EXP,X63,Off-Peak,314963,4715312.4,14.97100421
2020-07,Queens,EXP,X63,Peak,385619,4746657.6,12.30919016
2020-07,Queens,EXP,X64,Off-Peak,171505,2818951.2,16.43655404
2020-07,Queens,EXP,X64,Peak,451969,5137264.8,11.36640964
2020-07,Queens,EXP,X68,Off-Peak,247301,4211704.8,17.03068245
2020-07,Queens,EXP,X68,Peak,544108,6941095.2,12.75683357
2020-07,Queens,LCL/LTD,Q1,Off-Peak,3123120,32380016.4,10.36784254
2020-07,Queens,LCL/LTD,Q1,Peak,1629739,15033700.8,9.224606394
2020-07,Queens,LCL/LTD,Q10,Off-Peak,9064025,104146192.8,11.49006019
2020-07,Queens,LCL/LTD,Q10,Peak,4045482,41516856,10.26252397
2020-07,Queens,LCL/LTD,Q100,Off-Peak,2710376,32904784.8,12.1403026
2020-07,Queens,LCL/LTD,Q100,Peak,1179085,13962542.4,11.8418455
2020-07,Queens,LCL/LTD,Q101,Off-Peak,3065403,28076904,9.159286397
2020-07,Queens,LCL/LTD,Q101,Peak,1816151,15209452.8,8.374552997
2020-07,Queens,LCL/LTD,Q102,Off-Peak,3449109,30718522.8,8.90621978
2020-07,Queens,LCL/LTD,Q102,Peak,1401848,10903424.4,7.777893466
2020-07,Queens,LCL/LTD,Q103,Off-Peak,1030764,9769140,9.477571976
2020-07,Queens,LCL/LTD,Q103,Peak,819711,7404426,9.032971377
2020-07,Queens,LCL/LTD,Q104,Off-Peak,1237636,8451104.4,6.828424836
2020-07,Queens,LCL/LTD,Q104,Peak,690180,4584344.4,6.642244632
2020-07,Queens,LCL/LTD,Q11,Off-Peak,2129020,26609896.8,12.49865985
2020-07,Queens,LCL/LTD,Q11,Peak,1632276,18148129.2,11.11829691
2020-07,Queens,LCL/LTD,Q110,Off-Peak,4946345,45235947.6,9.145328035
2020-07,Queens,LCL/LTD,Q110,Peak,2776105,24145909.2,8.697765106
2020-07,Queens,LCL/LTD,Q111,Off-Peak,8163558,70012720.8,8.576250797
2020-07,Queens,LCL/LTD,Q111,Peak,4178274,32203767.6,7.707433165
2020-07,Queens,LCL/LTD,Q112,Off-Peak,3453745,23814543.6,6.895281383
2020-07,Queens,LCL/LTD,Q112,Peak,2403829,16411244.4,6.827126389
2020-07,Queens,LCL/LTD,Q113,Off-Peak,3111978,32816145.6,10.54510848
2020-07,Queens,LCL/LTD,Q113,Peak,1916720,19306321.2,10.07258295
2020-07,Queens,LCL/LTD,Q114,Off-Peak,5646178,59856717.6,10.60128065
2020-07,Queens,LCL/LTD,Q114,Peak,2383497,21881444.4,9.180395192
2020-07,Queens,LCL/LTD,Q12,Off-Peak,6249492,62702287.2,10.03318145
2020-07,Queens,LCL/LTD,Q12,Peak,2521913,23214553.2,9.205136418
2020-07,Queens,LCL/LTD,Q13,Off-Peak,4527219,43640233.2,9.639523337
2020-07,Queens,LCL/LTD,Q13,Peak,2378517,21598657.2,9.080724334
2020-07,Queens,LCL/LTD,Q15,Off-Peak,1182860,12954816,10.95211268
2020-07,Queens,LCL/LTD,Q15,Peak,742950,7929903.6,10.67353604
2020-07,Queens,LCL/LTD,Q15A,Off-Peak,1366247,14764201.2,10.8063924
2020-07,Queens,LCL/LTD,Q15A,Peak,772760,8204252.4,10.61681816
2020-07,Queens,LCL/LTD,Q16,Off-Peak,2244915,25994984.4,11.57949606
2020-07,Queens,LCL/LTD,Q16,Peak,1357949,15038402.4,11.07434992
2020-07,Queens,LCL/LTD,Q17,Off-Peak,10158803,95260064.4,9.377095353
2020-07,Queens,LCL/LTD,Q17,Peak,5631223,50874454.8,9.034352715
2020-07,Queens,LCL/LTD,Q18,Off-Peak,4028244,28623708,7.105753276
2020-07,Queens,LCL/LTD,Q18,Peak,2598260,17945650.8,6.906795625
2020-07,Queens,LCL/LTD,Q19,Off-Peak,2338341,23289458.4,9.959821258
2020-07,Queens,LCL/LTD,Q19,Peak,1348934,12924759.6,9.581461806
2020-07,Queens,LCL/LTD,Q2,Off-Peak,3499641,35362069.2,10.10448477
2020-07,Queens,LCL/LTD,Q2,Peak,1747520,16717363.2,9.566335836
2020-07,Queens,LCL/LTD,Q20A,Off-Peak,6178877,48167031.6,7.795434607
2020-07,Queens,LCL/LTD,Q20A,Peak,2712917,19264363.2,7.10097773
2020-07,Queens,LCL/LTD,Q20B,Off-Peak,5225072,39209634,7.504132766
2020-07,Queens,LCL/LTD,Q20B,Peak,2966897,21140874,7.12558407
2020-07,Queens,LCL/LTD,Q21,Off-Peak,1251341,14471319.6,11.56464912
2020-07,Queens,LCL/LTD,Q21,Peak,720755,7962343.2,11.04722576
2020-07,Queens,LCL/LTD,Q22,Off-Peak,6260110,65603646,10.47963151
2020-07,Queens,LCL/LTD,Q22,Peak,2280899,22605231.6,9.910667504
2020-07,Queens,LCL/LTD,Q23,Off-Peak,7354150,50457934.8,6.86115116
2020-07,Queens,LCL/LTD,Q23,Peak,4648172,28972011.6,6.232990432
2020-07,Queens,LCL/LTD,Q24,Off-Peak,7405864,57580405.2,7.774974696
2020-07,Queens,LCL/LTD,Q24,Peak,3786924,27410101.2,7.238091179
2020-07,Queens,LCL/LTD,Q25,Off-Peak,5812881,46713358.8,8.036180132
2020-07,Queens,LCL/LTD,Q25,Peak,4438656,33195456,7.478717882
2020-07,Queens,LCL/LTD,Q26,Off-Peak,351078,4464928.8,12.7177687
2020-07,Queens,LCL/LTD,Q26,Peak,714711,8288877.6,11.59752347
2020-07,Queens,LCL/LTD,Q27,Off-Peak,15586218,156349450.8,10.03126293
2020-07,Queens,LCL/LTD,Q27,Peak,8694869,82955023.2,9.54068695
2020-07,Queens,LCL/LTD,Q28,Off-Peak,4863015,52212664.8,10.73668594
2020-07,Queens,LCL/LTD,Q28,Peak,2601413,26092612.8,10.0301693
2020-07,Queens,LCL/LTD,Q29,Off-Peak,2435793,21261589.2,8.728816119
2020-07,Queens,LCL/LTD,Q29,Peak,1446546,11586754.8,8.009945622
2020-07,Queens,LCL/LTD,Q3,Off-Peak,7093478,77226912,10.88703059
2020-07,Queens,LCL/LTD,Q3,Peak,3172475,31809060,10.02657547
2020-07,Queens,LCL/LTD,Q30,Off-Peak,5918843,63541148.4,10.73540021
2020-07,Queens,LCL/LTD,Q30,Peak,2881584,28644177.6,9.940427765
2020-07,Queens,LCL/LTD,Q31,Off-Peak,3293228,32002765.2,9.717749637
2020-07,Queens,LCL/LTD,Q31,Peak,2075052,18956847.6,9.135601228
2020-07,Queens,LCL/LTD,Q32,Off-Peak,9972130,69687021.6,6.988178213
2020-07,Queens,LCL/LTD,Q32,Peak,4586952,28090846.8,6.124076903
2020-07,Queens,LCL/LTD,Q33,Off-Peak,3594619,24514380,6.819743622
2020-07,Queens,LCL/LTD,Q33,Peak,1476493,9223740,6.247059756
2020-07,Queens,LCL/LTD,Q34,Off-Peak,4779359,36028335.6,7.538319595
2020-07,Queens,LCL/LTD,Q34,Peak,1970595,14554152,7.385663721
2020-07,Queens,LCL/LTD,Q35,Off-Peak,3323017,58414903.2,17.57887582
2020-07,Queens,LCL/LTD,Q35,Peak,1876095,30728728.8,16.37908997
2020-07,Queens,LCL/LTD,Q36,Off-Peak,5678769,60448312.8,10.64461555
2020-07,Queens,LCL/LTD,Q36,Peak,3133648,32292745.2,10.30516038
2020-07,Queens,LCL/LTD,Q37,Off-Peak,3215133,32771844,10.19299793
2020-07,Queens,LCL/LTD,Q37,Peak,2335744,22061257.2,9.445066411
2020-07,Queens,LCL/LTD,Q38,Off-Peak,4451950,39802615.2,8.940490167
2020-07,Queens,LCL/LTD,Q38,Peak,3016021,24094501.2,7.988837346
2020-07,Queens,LCL/LTD,Q39,Off-Peak,5309703,48621042,9.157017257
2020-07,Queens,LCL/LTD,Q39,Peak,3335841,27931384.8,8.373116345
2020-07,Queens,LCL/LTD,Q4,Off-Peak,4898403,44736480,9.132870448
2020-07,Queens,LCL/LTD,Q4,Peak,2677784,22393987.2,8.362880352
2020-07,Queens,LCL/LTD,Q40,Off-Peak,2306669,20297883.6,8.799651619
2020-07,Queens,LCL/LTD,Q40,Peak,1241928,10288584,8.284364311
2020-07,Queens,LCL/LTD,Q41,Off-Peak,3732254,34329020.4,9.197932509
2020-07,Queens,LCL/LTD,Q41,Peak,2559552,22435581.6,8.765433013
2020-07,Queens,LCL/LTD,Q42,Off-Peak,728388,7648704,10.50086492
2020-07,Queens,LCL/LTD,Q42,Peak,550437,5583708,10.14413639
2020-07,Queens,LCL/LTD,Q43,Off-Peak,7864095,79845490.8,10.15316967
2020-07,Queens,LCL/LTD,Q43,Peak,4110324,40806820.8,9.927884225
2020-07,Queens,LCL/LTD,Q46,Off-Peak,9562663,125059446,13.07788908
2020-07,Queens,LCL/LTD,Q46,Peak,5745461,70747956,12.31371269
2020-07,Queens,LCL/LTD,Q47,Off-Peak,4827588,35868283.2,7.429855903
2020-07,Queens,LCL/LTD,Q47,Peak,3801667,26062012.8,6.855417058
2020-07,Queens,LCL/LTD,Q48,Off-Peak,2156106,31940236.8,14.81385275
2020-07,Queens,LCL/LTD,Q48,Peak,946505,12858721.2,13.58547625
2020-07,Queens,LCL/LTD,Q49,Off-Peak,3191711,22695994.8,7.110917874
2020-07,Queens,LCL/LTD,Q49,Peak,2103320,13895928,6.606663751
2020-07,Queens,LCL/LTD,Q5,Off-Peak,6573825,58972028.4,8.970732929
2020-07,Queens,LCL/LTD,Q5,Peak,3316082,27504694.8,8.294334941
2020-07,Queens,LCL/LTD,Q50,Off-Peak,3935333,56810235.6,14.43594115
2020-07,Queens,LCL/LTD,Q50,Peak,2034937,28083412.8,13.80063009
2020-07,Queens,LCL/LTD,Q54,Off-Peak,8663454,71723300.4,8.278834331
2020-07,Queens,LCL/LTD,Q54,Peak,3969984,29342278.8,7.391032004
2020-07,Queens,LCL/LTD,Q55,Off-Peak,4215713,37281121.2,8.843372687
2020-07,Queens,LCL/LTD,Q55,Peak,2365757,18404092.8,7.779367365
2020-07,Queens,LCL/LTD,Q56,Off-Peak,6006003,40770324,6.788262344
2020-07,Queens,LCL/LTD,Q56,Peak,2708535,16685308.8,6.1602707
2020-07,Queens,LCL/LTD,Q58,Off-Peak,18612017,152697456,8.204240089
2020-07,Queens,LCL/LTD,Q58,Peak,9099463,69746997.6,7.664957547
