time,Bronx,Brooklyn,Manhattan,Queens,Staten Island,Allowed,Bronx Pct,Brooklyn Pct,Manhattan Pct,Queens Pct,Staten Island Pct,Free,Metered,No,Total,Free Pct,Metered Pct,No Pct
Thu 07:00,215697,443421,96061,667376,238014,1660569,0.129893428,0.267029554,0.057848244,0.401895977,0.143332797,1659978,591,865889,2526458,0.657037639,0.000233924,0.342728436
Thu 07:30,213124,439170,94240,664446,238022,1649002,0.129244234,0.266324722,0.057149718,0.402938262,0.144343063,1647504,1498,877456,2526458,0.652100292,0.000592925,0.347306783
Thu 08:00,208375,420483,82838,659005,237812,1608513,0.129545114,0.261411005,0.051499739,0.409698274,0.147845868,1590603,17910,917945,2526458,0.629578247,0.007088976,0.363332777
Thu 08:30,202327,404122,80724,650666,237812,1575651,0.128408512,0.256479385,0.051232157,0.412950584,0.150929362,1544761,30890,950807,2526458,0.611433477,0.012226603,0.376339919
Thu 09:00,201190,395748,78789,654221,238493,1568441,0.128273872,0.252319341,0.050233958,0.417115467,0.152057361,1508107,60334,958017,2526458,0.596925419,0.023880864,0.379193717
Thu 09:30,197101,394598,77163,647652,238493,1555007,0.126752484,0.253759629,0.049622285,0.416494588,0.153371014,1493915,61092,971451,2526458,0.591308068,0.024180889,0.384511043
Thu 10:00,204253,415973,80815,657636,238508,1597185,0.127883119,0.260441339,0.050598397,0.411746917,0.149330228,1533273,63912,929273,2526458,0.6068864,0.025297076,0.367816524
Thu 10:30,207142,427722,84810,657709,238508,1615891,0.128190577,0.264697309,0.052484976,0.407025598,0.14760154,1551971,63920,910567,2526458,0.614287275,0.025300242,0.360412483
Thu 11:00,213933,424821,83183,662172,238508,1622617,0.131844422,0.261812245,0.051264716,0.408088908,0.146989709,1558643,63974,903841,2526458,0.616928126,0.025321616,0.357750257
Thu 11:30,202067,403719,80123,653038,238508,1577455,0.12809684,0.255930597,0.050792574,0.413982015,0.151197974,1513481,63974,949003,2526458,0.599052508,0.025321616,0.375625876
Thu 12:00,202075,399816,80162,654462,238508,1575023,0.128299714,0.253847722,0.050895765,0.415525361,0.151431439,1510909,64114,951435,2526458,0.598034481,0.02537703,0.376588489
Thu 12:30,203064,416588,84657,656820,238508,1599637,0.1269438,0.260426584,0.052922632,0.410605656,0.149101327,1535523,64114,926821,2526458,0.607776975,0.02537703,0.366845995
Thu 13:00,214960,437791,88235,666455,238508,1645949,0.130599429,0.265980902,0.053607372,0.404906227,0.144906069,1581576,64373,880509,2526458,0.626005261,0.025479545,0.348515194
Thu 13:30,214960,441835,88235,666958,238435,1650423,0.130245398,0.267710157,0.053462052,0.40411337,0.144469024,1586050,64373,876035,2526458,0.62777612,0.025479545,0.346744335
Thu 14:00,214962,442905,88122,666983,238421,1651393,0.130170105,0.268200846,0.053362222,0.403891139,0.144375688,1587064,64329,875065,2526458,0.628177472,0.025462129,0.346360399
Thu 14:30,214962,442903,88122,666983,238421,1651391,0.130170263,0.26819996,0.053362287,0.403891628,0.144375863,1587062,64329,875067,2526458,0.628176681,0.025462129,0.34636119
Thu 15:00,215024,443015,88061,666942,238189,1651231,0.130220423,0.268293776,0.053330515,0.403905934,0.144249351,1586973,64258,875227,2526458,0.628141453,0.025434027,0.34642452
Thu 15:30,215024,443015,88061,666942,238189,1651231,0.130220423,0.268293776,0.053330515,0.403905934,0.144249351,1586973,64258,875227,2526458,0.628141453,0.025434027,0.34642452
Thu 16:00,219961,449518,90947,672536,239994,1672956,0.131480445,0.268696846,0.054363056,0.402004595,0.143455058,1610326,62630,853502,2526458,0.637384829,0.024789646,0.337825525
Thu 16:30,219959,449526,90947,672537,239994,1672963,0.1314787,0.268700503,0.054362828,0.402003511,0.143454458,1610333,62630,853495,2526458,0.6373876,0.024789646,0.337822754
Thu 17:00,220379,450620,91185,673186,240035,1675405,0.131537748,0.268961833,0.054425646,0.401804937,0.143269836,1613084,62321,851053,2526458,0.638476476,0.024667341,0.336856184
Thu 17:30,220379,450621,91187,673186,240035,1675408,0.131537512,0.268961948,0.054426743,0.401804217,0.14326958,1613087,62321,851050,2526458,0.638477663,0.024667341,0.336854996
Thu 18:00,221690,455985,103251,678309,240293,1699528,0.130442099,0.268300964,0.06075275,0.399116108,0.14138808,1634088,65440,826930,2526458,0.646790091,0.025901875,0.327308034
Thu 18:30,221690,455985,103251,678309,240293,1699528,0.130442099,0.268300964,0.06075275,0.399116108,0.14138808,1634088,65440,826930,2526458,0.646790091,0.025901875,0.327308034
Thu 19:00,222058,460449,115777,682094,241026,1721404,0.12899819,0.267484565,0.067257309,0.396242834,0.140017102,1712225,9179,805054,2526458,0.677717579,0.00363315,0.318649271
Thu 19:30,222058,460452,115777,682094,241026,1721407,0.128997965,0.267485842,0.067257191,0.396242144,0.140016858,1712228,9179,805051,2526458,0.677718767,0.00363315,0.318648084
Thu 20:00,222067,460540,115926,682229,240961,1721723,0.128979516,0.26748786,0.067331388,0.396247828,0.139953407,1712831,8892,804735,2526458,0.677957441,0.003519552,0.318523007
Thu 20:30,222067,460540,115926,682229,240961,1721723,0.128979516,0.26748786,0.067331388,0.396247828,0.139953407,1712831,8892,804735,2526458,0.677957441,0.003519552,0.318523007
Thu 21:00,222092,460504,115941,681404,240961,1720902,0.129055577,0.267594552,0.067372227,0.395957469,0.140020175,1712096,8806,805556,2526458,0.67766652,0.003485512,0.318847968
Thu 21:30,222092,460504,115941,681404,240961,1720902,0.129055577,0.267594552,0.067372227,0.395957469,0.140020175,1712096,8806,805556,2526458,0.67766652,0.003485512,0.318847968
Thu 22:00,221970,460416,116090,680754,240816,1720046,0.129048874,0.267676562,0.067492381,0.395776625,0.140005558,1715500,4546,806412,2526458,0.679013861,0.001799357,0.319186782
Thu 22:30,221970,460418,116090,680754,240816,1720048,0.129048724,0.267677414,0.067492303,0.395776164,0.140005395,1715502,4546,806410,2526458,0.679014652,0.001799357,0.319185991
Thu 23:00,221977,460443,115413,680705,240717,1719255,0.129112319,0.26781542,0.067129658,0.395930214,0.140012389,1715225,4030,807203,2526458,0.678905012,0.001595119,0.319499869
Thu 23:30,221977,460443,115413,680705,240717,1719255,0.129112319,0.26781542,0.067129658,0.395930214,0.140012389,1715225,4030,807203,2526458,0.678905012,0.001595119,0.319499869
Fri 00:00,220409,451205,115293,678468,240726,1706101,0.129188717,0.264465586,0.06757689,0.39767165,0.141097157,1706101,0,820357,2526458,0.675293632,0,0.324706368
Fri 00:30,220409,451205,115293,678468,240726,1706101,0.129188717,0.264465586,0.06757689,0.39767165,0.141097157,1706101,0,820357,2526458,0.675293632,0,0.324706368
Fri 01:00,220409,451194,115094,678468,240726,1705891,0.129204621,0.264491694,0.067468555,0.397720605,0.141114526,1705891,0,820567,2526458,0.675210512,0,0.324789488
Fri 01:30,220409,451194,115094,678468,240726,1705891,0.129204621,0.264491694,0.067468555,0.397720605,0.141114526,1705891,0,820567,2526458,0.675210512,0,0.324789488
Fri 02:00,220409,450807,114752,678378,240726,1705072,0.129266682,0.264391768,0.067300384,0.397858859,0.141182308,1705072,0,821386,2526458,0.674886343,0,0.325113657
Fri 02:30,220409,450807,114752,678378,240726,1705072,0.129266682,0.264391768,0.067300384,0.397858859,0.141182308,1705072,0,821386,2526458,0.674886343,0,0.325113657
Fri 03:00,221150,457515,114734,679377,240726,1713502,0.12906317,0.267005816,0.066958778,0.39648451,0.140487726,1713502,0,812956,2526458,0.67822303,0,0.32177697
Fri 03:30,221150,457515,114734,679377,240726,1713502,0.12906317,0.267005816,0.066958778,0.39648451,0.140487726,1713502,0,812956,2526458,0.67822303,0,0.32177697
Fri 04:00,221134,457570,114693,679370,240726,1713493,0.12905451,0.267039317,0.066935202,0.396482507,0.140488464,1713493,0,812965,2526458,0.678219468,0,0.321780532
Fri 04:30,221134,457570,114603,679370,240726,1713403,0.129061289,0.267053344,0.066886191,0.396503333,0.140495844,1713403,0,813055,2526458,0.678183845,0,0.321816155
Fri 05:00,221267,457886,114572,679927,240721,1714373,0.129065845,0.267086568,0.066830264,0.39660389,0.140413434,1714373,0,812085,2526458,0.678567781,0,0.321432219
Fri 05:30,221267,457884,114444,679927,240721,1714243,0.129075633,0.267105655,0.066760663,0.396633966,0.140424082,1714243,0,812215,2526458,0.678516326,0,0.321483674
Fri 06:00,221892,459732,115072,681064,240651,1718411,0.129126268,0.267533204,0.06696419,0.39633359,0.140042749,1718411,0,808047,2526458,0.680166066,0,0.319833934
Fri 06:30,221892,459545,115134,680981,240665,1718217,0.129140848,0.267454576,0.067007834,0.396330033,0.140066709,1718217,0,808241,2526458,0.680089279,0,0.319910721
Fri 07:00,215689,443459,96088,667423,238014,1660673,0.129880476,0.267035714,0.057860879,0.40189911,0.143323821,1660082,591,865785,2526458,0.657078804,0.000233924,0.342687272
Fri 07:30,212710,438892,94139,664241,238022,1648004,0.129071289,0.266317315,0.057123041,0.403057881,0.144430475,1646506,1498,878454,2526458,0.651705273,0.000592925,0.347701802
Fri 08:00,207776,420618,82715,658949,237757,1607815,0.129228798,0.261608456,0.051445595,0.409841306,0.147875844,1589895,17920,918643,2526458,0.629298013,0.007092934,0.363609053
Fri 08:30,201677,405781,80596,649650,237757,1575461,0.12801142,0.257563342,0.05115709,0.412355495,0.150912654,1544561,30900,950997,2526458,0.611354315,0.012230562,0.376415123
Fri 09:00,200287,396976,78233,653095,238438,1567029,0.127813206,0.253330347,0.049924411,0.416772759,0.152159277,1506685,60344,959429,2526458,0.596362576,0.023884822,0.379752602
Fri 09:30,195490,396379,76473,645541,238438,1552321,0.125934005,0.255346027,0.049263651,0.415855355,0.153600963,1491219,61102,974137,2526458,0.590240962,0.024184847,0.385574191
Fri 10:00,202894,416388,79973,656545,238453,1594253,0.127265873,0.261180628,0.050163305,0.41181983,0.149570363,1530331,63922,932205,2526458,0.605721924,0.025301034,0.368977042
Fri 10:30,206032,428544,84501,657372,238453,1614902,0.127581736,0.265368425,0.052325776,0.407066187,0.147657876,1550972,63930,911556,2526458,0.61389186,0.025304201,0.36080394
Fri 11:00,213557,425367,82566,662718,238508,1622716,0.131604668,0.262132745,0.050881362,0.408400484,0.146980741,1558732,63984,903742,2526458,0.616963353,0.025325574,0.357711072
Fri 11:30,199764,404105,79122,653581,238508,1575080,0.126827844,0.256561571,0.050233639,0.414950987,0.151425959,1511096,63984,951378,2526458,0.598108498,0.025325574,0.376565927
Fri 12:00,199772,399979,79161,654275,238508,1571695,0.127106086,0.254488943,0.050366642,0.416286239,0.151752089,1507571,64124,954763,2526458,0.596713264,0.025380988,0.377905748
Fri 12:30,201144,416073,84180,656740,238508,1596645,0.125979163,0.260592054,0.052723054,0.411324997,0.149380733,1532521,64124,929813,2526458,0.60658875,0.025380988,0.368030262
Fri 13:00,214964,437436,88260,666414,238508,1645582,0.130630986,0.265824492,0.05363452,0.404971615,0.144938387,1581199,64383,880876,2526458,0.62585604,0.025483503,0.348660457
Fri 13:30,214964,441699,88260,666976,238435,1650334,0.130254845,0.267642186,0.053480083,0.40414607,0.144476815,1585951,64383,876124,2526458,0.627736934,0.025483503,0.346779563
Fri 14:00,214966,442885,88144,667003,238421,1651419,0.130170478,0.268184513,0.053374704,0.403896891,0.144373415,1587080,64339,875039,2526458,0.628183805,0.025466087,0.346350108
Fri 14:30,214966,442883,88144,667003,238421,1651417,0.130170635,0.268183627,0.053374768,0.40389738,0.144373589,1587078,64339,875041,2526458,0.628183014,0.025466087,0.346350899
Fri 15:00,215028,442999,88095,666960,238189,1651271,0.130219691,0.268277587,0.053349814,0.403907051,0.144245857,1587003,64268,875187,2526458,0.628153328,0.025437985,0.346408688
Fri 15:30,215028,442999,88095,666960,238189,1651271,0.130219691,0.268277587,0.053349814,0.403907051,0.144245857,1587003,64268,875187,2526458,0.628153328,0.025437985,0.346408688
Fri 16:00,219965,449508,90960,672554,239994,1672981,0.131480872,0.268686853,0.054370014,0.402009347,0.143452914,1610341,62640,853477,2526458,0.637390766,0.024793604,0.33781563
Fri 16:30,219963,449516,90960,672555,239994,1672988,0.131479126,0.268690511,0.054369786,0.402008263,0.143452314,1610348,62640,853470,2526458,0.637393537,0.024793604,0.337812859
Fri 17:00,220387,450593,91198,673204,240035,1675417,0.13154158,0.268943791,0.054433016,0.401812802,0.14326881,1613206,62211,851041,2526458,0.638524765,0.024623801,0.336851434
Fri 17:30,220387,450594,91200,673204,240035,1675420,0.131541345,0.268943907,0.054434112,0.401812083,0.143268554,1613209,62211,851038,2526458,0.638525952,0.024623801,0.336850246
Fri 18:00,221697,455999,103261,678347,240293,1699597,0.130440922,0.268298308,0.060756167,0.399122263,0.141382339,1634267,65330,826861,2526458,0.646860941,0.025858336,0.327280723
Fri 18:30,221697,455999,103261,678347,240293,1699597,0.130440922,0.268298308,0.060756167,0.399122263,0.141382339,1634267,65330,826861,2526458,0.646860941,0.025858336,0.327280723
Fri 19:00,222065,460448,115776,682087,241026,1721402,0.129002406,0.267484295,0.067256806,0.396239228,0.140017265,1712217,9185,805056,2526458,0.677714413,0.003635525,0.318650063
Fri 19:30,222065,460451,115776,682087,241026,1721405,0.129002181,0.267485571,0.067256689,0.396238538,0.140017021,1712220,9185,805053,2526458,0.6777156,0.003635525,0.318648875
Fri 20:00,222074,460539,115925,682222,240961,1721721,0.128983732,0.267487589,0.067330886,0.396244223,0.13995357,1712823,8898,804737,2526458,0.677954274,0.003521927,0.318523799
Fri 20:30,222074,460539,115925,682222,240961,1721721,0.128983732,0.267487589,0.067330886,0.396244223,0.13995357,1712823,8898,804737,2526458,0.677954274,0.003521927,0.318523799
Fri 21:00,222099,460503,115940,681397,240961,1720900,0.129059794,0.267594282,0.067371724,0.395953861,0.140020338,1712088,8812,805558,2526458,0.677663353,0.003487887,0.31884876
Fri 21:30,222099,460503,115940,681397,240961,1720900,0.129059794,0.267594282,0.067371724,0.395953861,0.140020338,1712088,8812,805558,2526458,0.677663353,0.003487887,0.31884876
Fri 22:00,221970,460421,116085,680747,240816,1720039,0.129049399,0.267680558,0.067489749,0.395774166,0.140006128,1715497,4542,806419,2526458,0.679012673,0.001797774,0.319189553
Fri 22:30,221970,460421,116085,680747,240816,1720039,0.129049399,0.267680558,0.067489749,0.395774166,0.140006128,1715497,4542,806419,2526458,0.679012673,0.001797774,0.319189553
Fri 23:00,221977,460446,115400,680698,240717,1719238,0.129113596,0.267819813,0.06712276,0.395930057,0.140013774,1715208,4030,807220,2526458,0.678898284,0.001595119,0.319506598
Fri 23:30,221977,460446,115400,680698,240717,1719238,0.129113596,0.267819813,0.06712276,0.395930057,0.140013774,1715208,4030,807220,2526458,0.678898284,0.001595119,0.319506598
Sat 00:00,221709,457552,115247,677714,240726,1712948,0.12943125,0.267113771,0.067279917,0.395641899,0.140533163,1712948,0,813510,2526458,0.678003751,0,0.321996249
Sat 00:30,221709,457552,115247,677714,240726,1712948,0.12943125,0.267113771,0.067279917,0.395641899,0.140533163,1712948,0,813510,2526458,0.678003751,0,0.321996249
Sat 01:00,221709,457538,114982,677714,240726,1712669,0.129452334,0.267149111,0.067136148,0.395706351,0.140556056,1712669,0,813789,2526458,0.677893319,0,0.322106681
Sat 01:30,221709,457538,114982,677714,240726,1712669,0.129452334,0.267149111,0.067136148,0.395706351,0.140556056,1712669,0,813789,2526458,0.677893319,0,0.322106681
Sat 02:00,221709,457523,114797,677714,240726,1712469,0.129467453,0.267171552,0.067035958,0.395752565,0.140572472,1712469,0,813989,2526458,0.677814157,0,0.322185843
Sat 02:30,221709,457523,114797,677714,240726,1712469,0.129467453,0.267171552,0.067035958,0.395752565,0.140572472,1712469,0,813989,2526458,0.677814157,0,0.322185843
Sat 03:00,221804,457971,115034,677385,240726,1712920,0.129488826,0.267362749,0.067156668,0.395456297,0.14053546,1712920,0,813538,2526458,0.677992668,0,0.322007332
Sat 03:30,221804,457971,115034,677385,240726,1712920,0.129488826,0.267362749,0.067156668,0.395456297,0.14053546,1712920,0,813538,2526458,0.677992668,0,0.322007332
Sat 04:00,221964,458026,114989,677385,240726,1713090,0.129569375,0.267368323,0.067123735,0.395417053,0.140521514,1713090,0,813368,2526458,0.678059956,0,0.321940044
Sat 04:30,221964,458026,114900,677385,240726,1713001,0.129576106,0.267382214,0.067075267,0.395437598,0.140528815,1713001,0,813457,2526458,0.678024729,0,0.321975271
Sat 05:00,222109,458028,114885,677966,240721,1713709,0.129607185,0.267272915,0.067038803,0.395613258,0.140467839,1713709,0,812749,2526458,0.678304963,0,0.321695037
Sat 05:30,222109,458028,114885,677966,240721,1713709,0.129607185,0.267272915,0.067038803,0.395613258,0.140467839,1713709,0,812749,2526458,0.678304963,0,0.321695037
Sat 06:00,222040,458371,116095,678995,240936,1716437,0.129360996,0.26704796,0.067637204,0.395583992,0.140369848,1716437,0,810021,2526458,0.679384735,0,0.320615265
Sat 06:30,222040,458184,116046,678907,240950,1716127,0.129384364,0.266987233,0.06762087,0.395604171,0.140403362,1716127,0,810331,2526458,0.679262034,0,0.320737966
Sat 07:00,216726,447574,106102,669880,238701,1678983,0.129081712,0.266574468,0.063194207,0.39897962,0.142169992,1678170,813,847475,2526458,0.664238234,0.000321794,0.335439972
Sat 07:30,214529,443835,104673,667402,238709,1669148,0.12852605,0.26590512,0.062710437,0.399845909,0.143012483,1667382,1766,857310,2526458,0.659968224,0.000699002,0.339332773
Sat 08:00,214436,442680,102891,666343,238872,1665222,0.128773221,0.265838429,0.061788158,0.400152652,0.14344754,1643440,21782,861236,2526458,0.650491716,0.008621556,0.340886728
Sat 08:30,215359,444998,103466,666997,238872,1669692,0.128981273,0.266515022,0.061967117,0.399473076,0.143063511,1634968,34724,856766,2526458,0.647138405,0.013744143,0.339117452
Sat 09:00,216483,447619,105293,670312,239008,1678715,0.128957566,0.266643832,0.06272238,0.399300656,0.142375567,1613133,65582,847743,2526458,0.638495871,0.02595808,0.335546049
Sat 09:30,216648,447751,105470,670051,239008,1678928,0.129039482,0.266688625,0.062819847,0.399094541,0.142357504,1612588,66340,847530,2526458,0.638280153,0.026258105,0.335461741
Sat 10:00,216710,447854,105882,670340,239020,1679806,0.129008945,0.266610549,0.063032279,0.399057986,0.142290241,1612369,67437,846652,2526458,0.638193471,0.02669231,0.335114219
Sat 10:30,216778,447882,105887,670331,239020,1679898,0.129042359,0.266612616,0.063031803,0.399030774,0.142282448,1612453,67445,846560,2526458,0.638226719,0.026695476,0.335077805
Sat 11:00,216815,447888,105887,670821,239020,1680431,0.129023447,0.266531622,0.063011811,0.399195802,0.142237319,1612981,67450,846027,2526458,0.638435707,0.026697455,0.334866837
Sat 11:30,216815,447888,105887,670821,239020,1680431,0.129023447,0.266531622,0.063011811,0.399195802,0.142237319,1612981,67450,846027,2526458,0.638435707,0.026697455,0.334866837
Sat 12:00,216815,447910,105901,670828,239020,1680474,0.129020146,0.266537893,0.063018529,0.399189752,0.142233679,1613017,67457,845984,2526458,0.638449956,0.026700226,0.334849817
Sat 12:30,216815,447910,105901,670828,239020,1680474,0.129020146,0.266537893,0.063018529,0.399189752,0.142233679,1613017,67457,845984,2526458,0.638449956,0.026700226,0.334849817
Sat 13:00,216822,447934,105884,670827,239020,1680487,0.129023313,0.266550113,0.063007926,0.399186069,0.142232579,1612885,67602,845971,2526458,0.638397709,0.026757619,0.334844672
Sat 13:30,216822,447934,105884,670827,239020,1680487,0.129023313,0.266550113,0.063007926,0.399186069,0.142232579,1612885,67602,845971,2526458,0.638397709,0.026757619,0.334844672
Sat 14:00,216828,447939,105884,670790,239006,1680447,0.129029955,0.266559433,0.063009425,0.399173553,0.142227633,1612861,67586,846011,2526458,0.63838821,0.026751286,0.334860504
Sat 14:30,216828,447939,105884,670790,239006,1680447,0.129029955,0.266559433,0.063009425,0.399173553,0.142227633,1612861,67586,846011,2526458,0.63838821,0.026751286,0.334860504
Sat 15:00,216844,447963,105858,670830,239025,1680520,0.12903387,0.266562136,0.062991217,0.399180016,0.142232761,1612999,67521,845938,2526458,0.638442832,0.026725558,0.33483161
Sat 15:30,216844,447963,105858,670830,239025,1680520,0.12903387,0.266562136,0.062991217,0.399180016,0.142232761,1612999,67521,845938,2526458,0.638442832,0.026725558,0.33483161
Sat 16:00,221510,455886,108699,678084,241061,1705240,0.129899604,0.267344186,0.063744106,0.397647252,0.141364852,1638394,66846,821218,2526458,0.648494453,0.026458386,0.325047161
Sat 16:30,221510,455886,108699,678084,241061,1705240,0.129899604,0.267344186,0.063744106,0.397647252,0.141364852,1638394,66846,821218,2526458,0.648494453,0.026458386,0.325047161
Sat 17:00,221717,456400,108800,678347,241043,1706307,0.129939688,0.267478244,0.063763438,0.397552726,0.141265903,1639752,66555,820151,2526458,0.649031965,0.026343205,0.32462483
Sat 17:30,221717,456400,108800,678347,241043,1706307,0.129939688,0.267478244,0.063763438,0.397552726,0.141265903,1639752,66555,820151,2526458,0.649031965,0.026343205,0.32462483
Sat 18:00,222178,457863,110691,679234,240986,1710952,0.129856361,0.267607157,0.064695561,0.39699185,0.140849071,1644896,66056,815506,2526458,0.651068017,0.026145695,0.322786288
Sat 18:30,222178,457863,110691,679234,240986,1710952,0.129856361,0.267607157,0.064695561,0.39699185,0.140849071,1644896,66056,815506,2526458,0.651068017,0.026145695,0.322786288
Sat 19:00,222081,458572,116051,679359,241026,1717089,0.129335754,0.267063618,0.067585897,0.39564577,0.140368962,1708067,9022,809369,2526458,0.676071797,0.003571007,0.320357196
Sat 19:30,222081,458572,116046,679359,241026,1717084,0.12933613,0.267064395,0.067583182,0.395646922,0.14036937,1708093,8991,809374,2526458,0.676082088,0.003558737,0.320359175
Sat 20:00,222079,458648,116087,679464,240961,1717239,0.129323292,0.267084547,0.067600957,0.395672355,0.140318849,1708535,8704,809219,2526458,0.676257037,0.003445139,0.320297824
Sat 20:30,222079,458648,116087,679464,240961,1717239,0.129323292,0.267084547,0.067600957,0.395672355,0.140318849,1708535,8704,809219,2526458,0.676257037,0.003445139,0.320297824
Sat 21:00,222096,458611,116095,678639,240961,1716402,0.12939626,0.267193233,0.067638584,0.395384648,0.140387275,1707779,8623,810056,2526458,0.675957803,0.003413079,0.320629118
Sat 21:30,222096,458611,116095,678639,240961,1716402,0.12939626,0.267193233,0.067638584,0.395384648,0.140387275,1707779,8623,810056,2526458,0.675957803,0.003413079,0.320629118
Sat 22:00,221974,458529,116210,677986,240816,1715515,0.129392048,0.267283585,0.067740591,0.395208436,0.140375339,1710935,4580,810943,2526458,0.677206983,0.001812815,0.320980202
Sat 22:30,221974,458529,116210,677986,240816,1715515,0.129392048,0.267283585,0.067740591,0.395208436,0.140375339,1710935,4580,810943,2526458,0.677206983,0.001812815,0.320980202
Sat 23:00,221977,458554,115513,677937,240717,1714698,0.129455449,0.267425517,0.067366382,0.395368164,0.140384488,1710634,4064,811760,2526458,0.677087844,0.001608576,0.32130358
Sat 23:30,221977,458554,115513,677937,240717,1714698,0.129455449,0.267425517,0.067366382,0.395368164,0.140384488,1710634,4064,811760,2526458,0.677087844,0.001608576,0.32130358
Sun 00:00,221810,458625,115684,677922,240730,1714771,0.129352549,0.267455538,0.067463236,0.395342585,0.140386092,1714771,0,811687,2526458,0.678725314,0,0.321274686
Sun 00:30,221810,458625,115684,677922,240730,1714771,0.129352549,0.267455538,0.067463236,0.395342585,0.140386092,1714771,0,811687,2526458,0.678725314,0,0.321274686
Sun 01:00,221810,458625,115419,677922,240730,1714506,0.129372542,0.267496877,0.067319099,0.395403691,0.140407791,1714506,0,811952,2526458,0.678620424,0,0.321379576
Sun 01:30,221810,458625,115419,677922,240730,1714506,0.129372542,0.267496877,0.067319099,0.395403691,0.140407791,1714506,0,811952,2526458,0.678620424,0,0.321379576
Sun 02:00,221810,458625,115401,677922,240730,1714488,0.129373901,0.267499685,0.067309308,0.395407842,0.140409265,1714488,0,811970,2526458,0.6786133,0,0.3213867
Sun 02:30,221810,458625,115401,677922,240730,1714488,0.129373901,0.267499685,0.067309308,0.395407842,0.140409265,1714488,0,811970,2526458,0.6786133,0,0.3213867
Sun 03:00,221810,458695,115403,677922,240730,1714560,0.129368468,0.267529279,0.067307647,0.395391237,0.140403369,1714560,0,811898,2526458,0.678641798,0,0.321358202
Sun 03:30,221810,458695,115403,677922,240730,1714560,0.129368468,0.267529279,0.067307647,0.395391237,0.140403369,1714560,0,811898,2526458,0.678641798,0,0.321358202
Sun 04:00,221986,458751,115417,677922,240730,1714806,0.129452544,0.267523557,0.067306156,0.395334516,0.140383227,1714806,0,811652,2526458,0.678739168,0,0.321260832
Sun 04:30,221986,458751,115417,677922,240730,1714806,0.129452544,0.267523557,0.067306156,0.395334516,0.140383227,1714806,0,811652,2526458,0.678739168,0,0.321260832
Sun 05:00,222147,458793,115431,678524,240725,1715620,0.129484968,0.267421107,0.067282382,0.395497838,0.140313706,1715620,0,810838,2526458,0.679061358,0,0.320938642
Sun 05:30,222147,458793,115431,678524,240725,1715620,0.129484968,0.267421107,0.067282382,0.395497838,0.140313706,1715620,0,810838,2526458,0.679061358,0,0.320938642
Sun 06:00,222160,458810,116395,679255,240940,1717560,0.129346282,0.26712895,0.067767647,0.395476723,0.140280398,1717560,0,808898,2526458,0.679829231,0,0.320170769
Sun 06:30,222160,458810,116395,679255,240954,1717574,0.129345228,0.267126773,0.067767095,0.395473499,0.140287405,1717574,0,808884,2526458,0.679834773,0,0.320165227
Sun 07:00,217387,449171,112388,671454,238822,1689222,0.128690604,0.265904067,0.066532404,0.397493047,0.141379878,1689222,0,837236,2526458,0.668612738,0,0.331387262
Sun 07:30,217387,449141,112391,671419,238830,1689168,0.128694718,0.265894807,0.066536307,0.397485034,0.141389134,1689168,0,837290,2526458,0.668591364,0,0.331408636
Sun 08:00,217301,448803,111986,671270,238870,1688230,0.128715282,0.265842332,0.066333379,0.397617623,0.141491384,1688230,0,838228,2526458,0.668220093,0,0.331779907
Sun 08:30,217294,448781,111986,671263,238870,1688194,0.12871388,0.265834969,0.066334793,0.397621956,0.141494402,1688194,0,838264,2526458,0.668205844,0,0.331794156
Sun 09:00,217291,448771,111991,671161,238868,1688082,0.128720643,0.265846683,0.066342156,0.397587913,0.141502605,1688082,0,838376,2526458,0.668161513,0,0.331838487
Sun 09:30,217291,448779,111991,671161,238868,1688090,0.128720033,0.265850162,0.066341842,0.397586029,0.141501934,1688090,0,838368,2526458,0.66816468,0,0.33183532
Sun 10:00,217288,448770,112133,671113,238882,1688186,0.128710936,0.265829713,0.066422183,0.397534987,0.14150218,1688186,0,838272,2526458,0.668202677,0,0.331797323
Sun 10:30,217288,448771,112134,671104,238882,1688179,0.12871147,0.265831408,0.066423051,0.397531304,0.141502767,1688179,0,838279,2526458,0.668199907,0,0.331800093
Sun 11:00,217284,448767,112134,671195,238882,1688262,0.128702772,0.265815969,0.066419786,0.397565662,0.14149581,1688262,0,838196,2526458,0.668232759,0,0.331767241
Sun 11:30,217284,448767,112134,671195,238882,1688262,0.128702772,0.265815969,0.066419786,0.397565662,0.14149581,1688262,0,838196,2526458,0.668232759,0,0.331767241
Sun 12:00,217284,448765,112134,671200,238882,1688265,0.128702544,0.265814312,0.066419668,0.397567917,0.141495559,1688265,0,838193,2526458,0.668233946,0,0.331766054
Sun 12:30,217284,448765,112134,671200,238882,1688265,0.128702544,0.265814312,0.066419668,0.397567917,0.141495559,1688265,0,838193,2526458,0.668233946,0,0.331766054
Sun 13:00,217285,448795,111946,671200,238882,1688108,0.128715106,0.265856805,0.066314478,0.397604893,0.141508719,1688108,0,838350,2526458,0.668171804,0,0.331828196
Sun 13:30,217285,448795,111946,671200,238882,1688108,0.128715106,0.265856805,0.066314478,0.397604893,0.141508719,1688108,0,838350,2526458,0.668171804,0,0.331828196
Sun 14:00,217285,448795,111946,671156,238868,1688050,0.128719528,0.26586594,0.066316756,0.397592488,0.141505287,1688050,0,838408,2526458,0.668148847,0,0.331851153
