site,date,counts,name,total,%
100009428,2020-05-31,150359.0,Queensboro Bridge,917561.0,0.16386812429909292
100010017,2020-05-31,9015.0,Staten Island Ferry,917561.0,0.0098249598664285
100010018,2020-05-31,83940.0,Pulaski Bridge,917561.0,0.09148165626045571
100010019,2020-05-31,121896.0,Kent Ave btw N 8 St and N 9 St,917561.0,0.1328478433586432
100057320,2020-05-31,38531.0,Columbus Ave at 86 St,917561.0,0.041992848431875375
100062893,2020-05-31,118840.0,Manhattan Bridge,917561.0,0.12951727460081672
300020904,2020-05-31,114430.0,Brooklyn Bridge,917561.0,0.12471105463288
100009425,2020-06-30,111295.0,Prospect Park West,1145266.0,0.09717829744356334
100009427,2020-06-30,244351.0,Williamsburg Bridge,1145266.0,0.21335742089610624
100009428,2020-06-30,193944.0,Queensboro Bridge,1145266.0,0.1693440650468974
100010017,2020-06-30,13006.0,Staten Island Ferry,1145266.0,0.011356313729736148
100010018,2020-06-30,96895.0,Pulaski Bridge,1145266.0,0.08460479923441366
100010019,2020-06-30,146296.0,Kent Ave btw N 8 St and N 9 St,1145266.0,0.12773975652817773
100057320,2020-06-30,45094.0,Columbus Ave at 86 St,1145266.0,0.03937425890579132
100062893,2020-06-30,161301.0,Manhattan Bridge,1145266.0,0.14084151629403124
300020904,2020-06-30,133084.0,Brooklyn Bridge,1145266.0,0.11620357192128292
100009425,2020-07-31,104461.0,Prospect Park West,1134050.0,0.09211322252105286
100009427,2020-07-31,246919.0,Williamsburg Bridge,1134050.0,0.2177320223976015
100009428,2020-07-31,198812.0,Queensboro Bridge,1134050.0,0.17531149420219566
100010017,2020-07-31,14328.0,Staten Island Ferry,1134050.0,0.012634363564216745
100010018,2020-07-31,93388.0,Pulaski Bridge,1134050.0,0.08234910277324634
100010019,2020-07-31,141430.0,Kent Ave btw N 8 St and N 9 St,1134050.0,0.1247123142718575
100057320,2020-07-31,47457.0,Columbus Ave at 86 St,1134050.0,0.04184736122745911
100062893,2020-07-31,166891.0,Manhattan Bridge,1134050.0,0.14716370530399894
300020904,2020-07-31,120364.0,Brooklyn Bridge,1134050.0,0.10613641373837132
100009425,2020-08-31,114291.0,Prospect Park West,1198630.0,0.09535135946872679
100009427,2020-08-31,257649.0,Williamsburg Bridge,1198630.0,0.21495290456604624
100009428,2020-08-31,201749.0,Queensboro Bridge,1198630.0,0.16831632780758032
100010017,2020-08-31,15103.0,Staten Island Ferry,1198630.0,0.012600218582882124
100010018,2020-08-31,98325.0,Pulaski Bridge,1198630.0,0.08203115223213168
100010019,2020-08-31,149943.0,Kent Ave btw N 8 St and N 9 St,1198630.0,0.12509531715375052
100057320,2020-08-31,51127.0,Columbus Ave at 86 St,1198630.0,0.04265453058908921
100062893,2020-08-31,179327.0,Manhattan Bridge,1198630.0,0.14960997138399673
300020904,2020-08-31,131116.0,Brooklyn Bridge,1198630.0,0.10938821821579636
100009425,2020-09-30,121081.0,Prospect Park West,1248238.0,0.09700153336142626
100009427,2020-09-30,266846.0,Williamsburg Bridge,1248238.0,0.2137781416684959
100009428,2020-09-30,208093.0,Queensboro Bridge,1248238.0,0.16670939356116382
100010017,2020-09-30,16503.0,Staten Island Ferry,1248238.0,0.0132210363728712
100010018,2020-09-30,97502.0,Pulaski Bridge,1248238.0,0.0781117062611457
100010019,2020-09-30,142750.0,Kent Ave btw N 8 St and N 9 St,1248238.0,0.11436120355252764
100057320,2020-09-30,54780.0,Columbus Ave at 86 St,1248238.0,0.04388586151038504
100062893,2020-09-30,199201.0,Manhattan Bridge,1248238.0,0.15958575207612652
300020904,2020-09-30,141482.0,Brooklyn Bridge,1248238.0,0.11334537163585791
100009425,2020-10-31,110430.0,Prospect Park West,1080992.0,0.10215616766821586
100009427,2020-10-31,229507.0,Williamsburg Bridge,1080992.0,0.21231146946508392
100009428,2020-10-31,180902.0,Queensboro Bridge,1080992.0,0.1673481394866937
100010017,2020-10-31,14562.0,Staten Island Ferry,1080992.0,0.013470960007104585
100010018,2020-10-31,80812.0,Pulaski Bridge,1080992.0,0.07475725999822386
100010019,2020-10-31,115529.0,Kent Ave btw N 8 St and N 9 St,1080992.0,0.10687313134602291
100057320,2020-10-31,55590.0,Columbus Ave at 86 St,1080992.0,0.05142498741896332
100062893,2020-10-31,175780.0,Manhattan Bridge,1080992.0,0.16260989905568218
300020904,2020-10-31,117880.0,Brooklyn Bridge,1080992.0,0.10904798555400964
100009425,2020-11-30,88670.0,Prospect Park West,845720.0,0.104845575367734
100009427,2020-11-30,174424.0,Williamsburg Bridge,845720.0,0.2062432010594523
100009428,2020-11-30,144607.0,Queensboro Bridge,845720.0,0.17098685144019296
100010017,2020-11-30,11638.0,Staten Island Ferry,845720.0,0.01376105566854278
100010018,2020-11-30,64378.0,Pulaski Bridge,845720.0,0.0761221207964811
100010019,2020-11-30,88903.0,Kent Ave btw N 8 St and N 9 St,845720.0,0.10512108026297119
100057320,2020-11-30,48740.0,Columbus Ave at 86 St,845720.0,0.057631367355625976
100062893,2020-11-30,135962.0,Manhattan Bridge,845720.0,0.1607647921297829
300020904,2020-11-30,88398.0,Brooklyn Bridge,845720.0,0.10452395591921676
100009425,2020-12-31,56830.0,Prospect Park West,515966.0,0.11014291639371586
100009427,2020-12-31,100894.0,Williamsburg Bridge,515966.0,0.1955438924270204
100009428,2020-12-31,96730.0,Queensboro Bridge,515966.0,0.18747359322125876
100010017,2020-12-31,8700.0,Staten Island Ferry,515966.0,0.016861576150366497
100010018,2020-12-31,37257.0,Pulaski Bridge,515966.0,0.07220824627979364
100010019,2020-12-31,47759.0,Kent Ave btw N 8 St and N 9 St,515966.0,0.0925623006167073
100057320,2020-12-31,38363.0,Columbus Ave at 86 St,515966.0,0.07435179837431148
100062893,2020-12-31,82539.0,Manhattan Bridge,515966.0,0.15996984297414946
300020904,2020-12-31,46894.0,Brooklyn Bridge,515966.0,0.09088583356267661
100009425,2021-01-31,61076.0,Prospect Park West,525815.0,0.11615492140771945
100009427,2021-01-31,100095.0,Williamsburg Bridge,525815.0,0.1903616290900792
100009428,2021-01-31,98343.0,Queensboro Bridge,525815.0,0.18702965872027233
100010017,2021-01-31,8636.0,Staten Island Ferry,525815.0,0.016424027462130217
100010018,2021-01-31,39584.0,Pulaski Bridge,525815.0,0.07528123009043104
100010019,2021-01-31,48987.0,Kent Ave btw N 8 St and N 9 St,525815.0,0.09316394549413767
100057320,2021-01-31,40130.0,Columbus Ave at 86 St,525815.0,0.07631961811663798
100062893,2021-01-31,81672.0,Manhattan Bridge,525815.0,0.15532459134866825
300020904,2021-01-31,47292.0,Brooklyn Bridge,525815.0,0.08994037826992383
100009425,2021-02-28,37846.0,Prospect Park West,300166.0,0.12608356709287527
100009427,2021-02-28,53997.0,Williamsburg Bridge,300166.0,0.1798904606117948
100009428,2021-02-28,59222.0,Queensboro Bridge,300166.0,0.19729749538588648
100010017,2021-02-28,5283.0,Staten Island Ferry,300166.0,0.01760026118880886
100010018,2021-02-28,20126.0,Pulaski Bridge,300166.0,0.06704956590686487
100010019,2021-02-28,32716.0,Kent Ave btw N 8 St and N 9 St,300166.0,0.10899302386013072
100057320,2021-02-28,26644.0,Columbus Ave at 86 St,300166.0,0.0887642171331863
100062893,2021-02-28,42538.0,Manhattan Bridge,300166.0,0.14171491774551415
300020904,2021-02-28,21794.0,Brooklyn Bridge,300166.0,0.07260649107493854
100009425,2021-03-31,75682.0,Prospect Park West,690852.0,0.10954878903151472
100009427,2021-03-31,136095.0,Williamsburg Bridge,690852.0,0.19699588334404475
100009428,2021-03-31,123058.0,Queensboro Bridge,690852.0,0.17812498190639964
100010017,2021-03-31,10269.0,Staten Island Ferry,690852.0,0.014864254572614685
100010018,2021-03-31,53228.0,Pulaski Bridge,690852.0,0.07704689282219636
100010019,2021-03-31,73053.0,Kent Ave btw N 8 St and N 9 St,690852.0,0.10574334300255336
100057320,2021-03-31,41592.0,Columbus Ave at 86 St,690852.0,0.06020392211356412
100062893,2021-03-31,108479.0,Manhattan Bridge,690852.0,0.157022053927614
300020904,2021-03-31,69396.0,Brooklyn Bridge,690852.0,0.10044987927949836
100009425,2021-04-30,90238.0,Prospect Park West,849430.0,0.1062335919381232
100009427,2021-04-30,170995.0,Williamsburg Bridge,849430.0,0.2013055813898732
100009428,2021-04-30,145515.0,Queensboro Bridge,849430.0,0.17130899544400363
100010017,2021-04-30,11693.0,Staten Island Ferry,849430.0,0.013765701705849806
100010018,2021-04-30,65955.0,Pulaski Bridge,849430.0,0.07764618626608431
100010019,2021-04-30,90909.0,Kent Ave btw N 8 St and N 9 St,849430.0,0.10702353342829898
100057320,2021-04-30,47180.0,Columbus Ave at 86 St,849430.0,0.05554312892174752
100062893,2021-04-30,134551.0,Manhattan Bridge,849430.0,0.15840151631093793
300020904,2021-04-30,92394.0,Brooklyn Bridge,849430.0,0.10877176459508141
100009425,2021-05-31,108243.0,Prospect Park West,1047719.0,0.10331300663632138
100009427,2021-05-31,216487.0,Williamsburg Bridge,1047719.0,0.20662696772703368
100009428,2021-05-31,169782.0,Queensboro Bridge,1047719.0,0.16204917539912897
100010017,2021-05-31,14055.0,Staten Island Ferry,1047719.0,0.013414856464376422
100010018,2021-05-31,79738.0,Pulaski Bridge,1047719.0,0.07610628422315525
100010019,2021-05-31,115413.0,Kent Ave btw N 8 St and N 9 St,1047719.0,0.11015644461921564
100057320,2021-05-31,51955.0,Columbus Ave at 86 St,1047719.0,0.049588677880233155
100062893,2021-05-31,167456.0,Manhattan Bridge,1047719.0,0.15982911448584974
300020904,2021-05-31,124590.0,Brooklyn Bridge,1047719.0,0.11891547256468576
100009425,2021-06-30,112177.0,Prospect Park West,1118922.0,0.10025453070008454
100009427,2021-06-30,236773.0,Williamsburg Bridge,1118922.0,0.21160813711769005
100009428,2021-06-30,180879.0,Queensboro Bridge,1118922.0,0.16165469979140637
100010017,2021-06-30,14349.0,Staten Island Ferry,1118922.0,0.012823950194919753
100010018,2021-06-30,83254.0,Pulaski Bridge,1118922.0,0.07440554390743948
100010019,2021-06-30,122956.0,Kent Ave btw N 8 St and N 9 St,1118922.0,0.10988790997048946
100057320,2021-06-30,51824.0,Columbus Ave at 86 St,1118922.0,0.046316007728867604
100062893,2021-06-30,181982.0,Manhattan Bridge,1118922.0,0.1626404700238265
300020904,2021-06-30,134728.0,Brooklyn Bridge,1118922.0,0.12040875056527622
100009425,2021-07-31,104401.0,Prospect Park West,1037763.0,0.10060196788669475
100009427,2021-07-31,218990.0,Williamsburg Bridge,1037763.0,0.21102120619062348
100009428,2021-07-31,168593.0,Queensboro Bridge,1037763.0,0.16245809496002458
100010017,2021-07-31,14056.0,Staten Island Ferry,1037763.0,0.013544518353419807
100010018,2021-07-31,79927.0,Pulaski Bridge,1037763.0,0.07701854855106609
100010019,2021-07-31,120066.0,Kent Ave btw N 8 St and N 9 St,1037763.0,0.11569693658378648
100057320,2021-07-31,47328.0,Columbus Ave at 86 St,1037763.0,0.045605788604912684
100062893,2021-07-31,166398.0,Manhattan Bridge,1037763.0,0.16034296848124283
300020904,2021-07-31,118004.0,Brooklyn Bridge,1037763.0,0.1137099703882293
100009425,2021-08-31,103401.0,Prospect Park West,1045333.0,0.09891680450153205
100009427,2021-08-31,219429.0,Williamsburg Bridge,1045333.0,0.20991301336511906
100009428,2021-08-31,174815.0,Queensboro Bridge,1045333.0,0.16723379057199955
100010017,2021-08-31,14748.0,Staten Island Ferry,1045333.0,0.01410842286620627
100010018,2021-08-31,80800.0,Pulaski Bridge,1045333.0,0.07729594301528796
100010019,2021-08-31,118119.0,Kent Ave btw N 8 St and N 9 St,1045333.0,0.11299652837899501
100057320,2021-08-31,46911.0,Columbus Ave at 86 St,1045333.0,0.04487660869789818
100062893,2021-08-31,168588.0,Manhattan Bridge,1045333.0,0.16127683714184857
300020904,2021-08-31,118522.0,Brooklyn Bridge,1045333.0,0.11338205146111335
100009425,2021-09-30,111360.0,Prospect Park West,1111577.0,0.10018199369004577
100009427,2021-09-30,232421.0,Williamsburg Bridge,1111577.0,0.20909122804807945
100009428,2021-09-30,183860.0,Queensboro Bridge,1111577.0,0.16540464583200265
100010017,2021-09-30,15457.0,Staten Island Ferry,1111577.0,0.013905469436665206
100010018,2021-09-30,85899.0,Pulaski Bridge,1111577.0,0.07727669788057867
100010019,2021-09-30,125473.0,Kent Ave btw N 8 St and N 9 St,1111577.0,0.11287837009941731
100057320,2021-09-30,50688.0,Columbus Ave at 86 St,1111577.0,0.04560007988650359
100062893,2021-09-30,182983.0,Manhattan Bridge,1111577.0,0.164615676646782
300020904,2021-09-30,123436.0,Brooklyn Bridge,1111577.0,0.11104583847992537
100009425,2021-10-31,110218.0,Prospect Park West,1026942.0,0.10732641181293588
100009427,2021-10-31,205421.0,Williamsburg Bridge,1026942.0,0.20003174473339294
100009428,2021-10-31,175744.0,Queensboro Bridge,1026942.0,0.17113332593272065
100010017,2021-10-31,15263.0,Staten Island Ferry,1026942.0,0.014862572569823807
100010018,2021-10-31,80398.0,Pulaski Bridge,1026942.0,0.07828874464185903
100010019,2021-10-31,110588.0,Kent Ave btw N 8 St and N 9 St,1026942.0,0.10768670479929733
100057320,2021-10-31,50676.0,Columbus Ave at 86 St,1026942.0,0.04934650642392657
100062893,2021-10-31,165039.0,Manhattan Bridge,1026942.0,0.1607091734489387
300020904,2021-10-31,113595.0,Brooklyn Bridge,1026942.0,0.11061481563710511
100009425,2021-11-30,85021.0,Prospect Park West,662712.0,0.12829253129564577
100009427,2021-11-30,147759.0,Williamsburg Bridge,662712.0,0.2229611052765002
100009428,2021-11-30,47120.0,Queensboro Bridge,662712.0,0.07110177573365202
100010017,2021-11-30,12446.0,Staten Island Ferry,662712.0,0.018780405364622943
100010018,2021-11-30,56945.0,Pulaski Bridge,662712.0,0.08592722027064546
100010019,2021-11-30,74645.0,Kent Ave btw N 8 St and N 9 St,662712.0,0.11263565470370236
100057320,2021-11-30,44418.0,Columbus Ave at 86 St,662712.0,0.06702458986709159
100062893,2021-11-30,119023.0,Manhattan Bridge,662712.0,0.17959988652687744
300020904,2021-11-30,75335.0,Brooklyn Bridge,662712.0,0.1136768309612622
100009427,2014-01-31,41642.0,Williamsburg Bridge,130691.0,0.31862943890550993
100009428,2014-01-31,27011.0,Queensboro Bridge,130691.0,0.20667834816475503
100062893,2014-01-31,32870.0,Manhattan Bridge,130691.0,0.25150928526065297
300020904,2014-01-31,29168.0,Brooklyn Bridge,130691.0,0.22318292766908204
100009427,2014-02-28,34232.0,Williamsburg Bridge,102012.0,0.33556836450613653
100009428,2014-02-28,22084.0,Queensboro Bridge,102012.0,0.21648433517625376
100062893,2014-02-28,24666.0,Manhattan Bridge,102012.0,0.24179508293141982
300020904,2014-02-28,21030.0,Brooklyn Bridge,102012.0,0.20615221738618986
100009427,2014-03-31,74067.0,Williamsburg Bridge,237049.0,0.31245438706765266
100009428,2014-03-31,49168.0,Queensboro Bridge,237049.0,0.20741703192167021
100062893,2014-03-31,56656.0,Manhattan Bridge,237049.0,0.23900543769431637
300020904,2014-03-31,57158.0,Brooklyn Bridge,237049.0,0.24112314331636076
100009427,2014-04-30,134126.0,Williamsburg Bridge,459092.0,0.2921549493347739
100009428,2014-04-30,89175.0,Queensboro Bridge,459092.0,0.19424211269200944
100062893,2014-04-30,108953.0,Manhattan Bridge,459092.0,0.23732280240126163
300020904,2014-04-30,126838.0,Brooklyn Bridge,459092.0,0.2762801355719551
100009427,2014-05-31,181350.0,Williamsburg Bridge,627359.0,0.28906893819965923
100009428,2014-05-31,117828.0,Queensboro Bridge,627359.0,0.18781590763821035
100062893,2014-05-31,146261.0,Manhattan Bridge,627359.0,0.23313764527168654
300020904,2014-05-31,181920.0,Brooklyn Bridge,627359.0,0.28997750889044394
100009427,2014-06-30,201030.0,Williamsburg Bridge,684159.0,0.2938352049742823
100009428,2014-06-30,133457.0,Queensboro Bridge,684159.0,0.19506722852436348
100062893,2014-06-30,158532.0,Manhattan Bridge,684159.0,0.23171806553739702
300020904,2014-06-30,191140.0,Brooklyn Bridge,684159.0,0.2793795009639572
100009427,2014-07-31,204908.0,Williamsburg Bridge,693023.0,0.2956727265906038
100009428,2014-07-31,141555.0,Queensboro Bridge,693023.0,0.20425729016208696
100062893,2014-07-31,158066.0,Manhattan Bridge,693023.0,0.22808189627184092
300020904,2014-07-31,188494.0,Brooklyn Bridge,693023.0,0.27198808697546834
100009427,2014-08-31,209122.0,Williamsburg Bridge,719395.0,0.29069148381626225
100009428,2014-08-31,148433.0,Queensboro Bridge,719395.0,0.20633031922657233
100062893,2014-08-31,165070.0,Manhattan Bridge,719395.0,0.2294566962517115
300020904,2014-08-31,196770.0,Brooklyn Bridge,719395.0,0.2735215007054539
100009427,2014-09-30,197308.0,Williamsburg Bridge,579323.0,0.34058375034307287
100009428,2014-09-30,139004.0,Queensboro Bridge,579323.0,0.23994213935921757
100062893,2014-09-30,161385.0,Manhattan Bridge,579323.0,0.278575164459205
300020904,2014-09-30,81626.0,Brooklyn Bridge,579323.0,0.1408989458385046
100009427,2014-10-31,164518.0,Williamsburg Bridge,413809.0,0.39756989335659687
100009428,2014-10-31,113054.0,Queensboro Bridge,413809.0,0.2732033377717739
100062893,2014-10-31,136237.0,Manhattan Bridge,413809.0,0.32922676887162916
300020904,2014-10-31,0.0,Brooklyn Bridge,413809.0,0.0
100009427,2014-11-30,96011.0,Williamsburg Bridge,246015.0,0.39026482125073675
100009428,2014-11-30,70225.0,Queensboro Bridge,246015.0,0.28545007418246854
100062893,2014-11-30,79779.0,Manhattan Bridge,246015.0,0.3242851045667947
300020904,2014-11-30,0.0,Brooklyn Bridge,246015.0,0.0
100009427,2014-12-31,64482.0,Williamsburg Bridge,196373.0,0.328364897414614
100009428,2014-12-31,51376.0,Queensboro Bridge,196373.0,0.2616245614213767
100062893,2014-12-31,55037.0,Manhattan Bridge,196373.0,0.2802676539035407
300020904,2014-12-31,25478.0,Brooklyn Bridge,196373.0,0.1297428872604686
100009427,2015-01-31,42082.0,Williamsburg Bridge,139463.0,0.3017431146612363
100009428,2015-01-31,33899.0,Queensboro Bridge,139463.0,0.24306805389243025
100062893,2015-01-31,34356.0,Manhattan Bridge,139463.0,0.2463449086854578
300020904,2015-01-31,29126.0,Brooklyn Bridge,139463.0,0.20884392276087566
100009427,2015-02-28,25476.0,Williamsburg Bridge,81272.0,0.3134658923122355
100009428,2015-02-28,21320.0,Queensboro Bridge,81272.0,0.26232896938675065
100062893,2015-02-28,18990.0,Manhattan Bridge,81272.0,0.23365980903632247
300020904,2015-02-28,15486.0,Brooklyn Bridge,81272.0,0.1905453292646914
100009427,2015-03-31,63081.0,Williamsburg Bridge,211366.0,0.29844440449268095
100009428,2015-03-31,49678.0,Queensboro Bridge,211366.0,0.2350330705979202
100062893,2015-03-31,50335.0,Manhattan Bridge,211366.0,0.23814142293462526
300020904,2015-03-31,48272.0,Brooklyn Bridge,211366.0,0.22838110197477363
100009427,2015-04-30,150915.0,Williamsburg Bridge,505159.0,0.2987475230570969
100009428,2015-04-30,104776.0,Queensboro Bridge,505159.0,0.2074119237705356
100062893,2015-04-30,121476.0,Manhattan Bridge,505159.0,0.2404708220580055
300020904,2015-04-30,127992.0,Brooklyn Bridge,505159.0,0.253369731114362
100009427,2015-05-31,219451.0,Williamsburg Bridge,752179.0,0.2917536916079816
100009428,2015-05-31,147090.0,Queensboro Bridge,752179.0,0.19555185667241443
100062893,2015-05-31,175792.0,Manhattan Bridge,752179.0,0.23371032693015892
300020904,2015-05-31,209846.0,Brooklyn Bridge,752179.0,0.27898412478944506
100009427,2015-06-30,186394.0,Williamsburg Bridge,642710.0,0.29001260288466024
100009428,2015-06-30,132559.0,Queensboro Bridge,642710.0,0.2062500972444804
100062893,2015-06-30,149589.0,Manhattan Bridge,642710.0,0.2327472732647695
300020904,2015-06-30,174168.0,Brooklyn Bridge,642710.0,0.27099002660608984
100009427,2015-07-31,203282.0,Williamsburg Bridge,714879.0,0.28435861173709115
100009428,2015-07-31,148505.0,Queensboro Bridge,714879.0,0.20773445576104488
100062893,2015-07-31,161656.0,Manhattan Bridge,714879.0,0.22613057594362124
300020904,2015-07-31,201436.0,Brooklyn Bridge,714879.0,0.28177635655824274
100009427,2015-08-31,215777.0,Williamsburg Bridge,767235.0,0.28123977660038973
100009428,2015-08-31,158457.0,Queensboro Bridge,767235.0,0.20652994193434868
100062893,2015-08-31,167785.0,Manhattan Bridge,767235.0,0.21868788571949924
300020904,2015-08-31,225216.0,Brooklyn Bridge,767235.0,0.2935423957457624
100009427,2015-09-30,205994.0,Williamsburg Bridge,719828.0,0.28617114088365553
100009428,2015-09-30,149019.0,Queensboro Bridge,719828.0,0.2070202881799541
100062893,2015-09-30,161793.0,Manhattan Bridge,719828.0,0.2247661941463794
300020904,2015-09-30,203022.0,Brooklyn Bridge,719828.0,0.28204237679001093
100009427,2015-10-31,168515.0,Williamsburg Bridge,576083.0,0.29251861276934055
100009428,2015-10-31,120112.0,Queensboro Bridge,576083.0,0.20849773383349274
100062893,2015-10-31,133520.0,Manhattan Bridge,576083.0,0.2317721578314236
300020904,2015-10-31,153936.0,Brooklyn Bridge,576083.0,0.26721149556574314
100009427,2015-11-30,131498.0,Williamsburg Bridge,443984.0,0.296177339723954
100009428,2015-11-30,96632.0,Queensboro Bridge,443984.0,0.2176474827921727
100062893,2015-11-30,103058.0,Manhattan Bridge,443984.0,0.2321209773325165
300020904,2015-11-30,112796.0,Brooklyn Bridge,443984.0,0.2540542001513568
100009427,2015-12-31,97079.0,Williamsburg Bridge,331087.0,0.2932129621519419
100009428,2015-12-31,75339.0,Queensboro Bridge,331087.0,0.22755046256724062
100062893,2015-12-31,76107.0,Manhattan Bridge,331087.0,0.22987009456728896
300020904,2015-12-31,82562.0,Brooklyn Bridge,331087.0,0.24936648071352846
100009427,2016-01-31,61041.0,Williamsburg Bridge,201907.0,0.30232235633237087
100009428,2016-01-31,48588.0,Queensboro Bridge,201907.0,0.24064544567548427
100062893,2016-01-31,46014.0,Manhattan Bridge,201907.0,0.2278970020851184
300020904,2016-01-31,46264.0,Brooklyn Bridge,201907.0,0.2291351959070265
100009427,2016-02-29,64704.0,Williamsburg Bridge,217501.0,0.2974882874101728
100009428,2016-02-29,53057.0,Queensboro Bridge,217501.0,0.24393910832593874
100062893,2016-02-29,49088.0,Manhattan Bridge,217501.0,0.22569091636360292
300020904,2016-02-29,50652.0,Brooklyn Bridge,217501.0,0.23288168790028552
100009427,2016-03-31,127772.0,Williamsburg Bridge,441577.0,0.2893538386283706
100009428,2016-03-31,95233.0,Queensboro Bridge,441577.0,0.215665670992828
100010017,2016-03-31,479.0,Staten Island Ferry,441577.0,0.0010847485263045856
100062893,2016-03-31,102369.0,Manhattan Bridge,441577.0,0.231825932962994
300020904,2016-03-31,115724.0,Brooklyn Bridge,441577.0,0.2620698088895029
100009427,2016-04-30,145874.0,Williamsburg Bridge,513046.0,0.28432928041540134
100009428,2016-04-30,100586.0,Queensboro Bridge,513046.0,0.19605649395960595
100010017,2016-04-30,13488.0,Staten Island Ferry,513046.0,0.02629004026929359
100062893,2016-04-30,116920.0,Manhattan Bridge,513046.0,0.22789379509829527
300020904,2016-04-30,136178.0,Brooklyn Bridge,513046.0,0.26543039025740384
100009427,2016-05-31,173671.0,Williamsburg Bridge,614812.0,0.2824782209846262
100009428,2016-05-31,118519.0,Queensboro Bridge,614812.0,0.19277275004391586
100010017,2016-05-31,14899.0,Staten Island Ferry,614812.0,0.024233424201219236
100062893,2016-05-31,138717.0,Manhattan Bridge,614812.0,0.2256250691268225
300020904,2016-05-31,169006.0,Brooklyn Bridge,614812.0,0.2748905356434162
100009427,2016-06-30,218496.0,Williamsburg Bridge,771865.0,0.2830754082643986
100009428,2016-06-30,144234.0,Queensboro Bridge,771865.0,0.18686428326196938
100010017,2016-06-30,18020.0,Staten Island Ferry,771865.0,0.023346051446820365
100062893,2016-06-30,174319.0,Manhattan Bridge,771865.0,0.22584130644607542
300020904,2016-06-30,216796.0,Brooklyn Bridge,771865.0,0.28087295058073625
100009427,2016-07-31,195061.0,Williamsburg Bridge,735920.0,0.2650573431894771
100009428,2016-07-31,144957.0,Queensboro Bridge,735920.0,0.19697385585389715
100010017,2016-07-31,17601.0,Staten Island Ferry,735920.0,0.023917001848026958
100062893,2016-07-31,148319.0,Manhattan Bridge,735920.0,0.20154228720513098
300020904,2016-07-31,229982.0,Brooklyn Bridge,735920.0,0.31250951190346776
100009427,2016-08-31,211380.0,Williamsburg Bridge,757123.0,0.2791884541877608
100009428,2016-08-31,156927.0,Queensboro Bridge,757123.0,0.2072675113554865
100010017,2016-08-31,19453.0,Staten Island Ferry,757123.0,0.02569331535298756
100062893,2016-08-31,157245.0,Manhattan Bridge,757123.0,0.20768752237086974
300020904,2016-08-31,212118.0,Brooklyn Bridge,757123.0,0.28016319673289547
100009427,2016-09-30,197928.0,Williamsburg Bridge,703720.0,0.2812595918831353
100009428,2016-09-30,140601.0,Queensboro Bridge,703720.0,0.19979679417950322
100010017,2016-09-30,17377.0,Staten Island Ferry,703720.0,0.024693059739669187
100062893,2016-09-30,166614.0,Manhattan Bridge,703720.0,0.2367617802535099
300020904,2016-09-30,181200.0,Brooklyn Bridge,703720.0,0.25748877394418235
100009427,2016-10-31,176017.0,Williamsburg Bridge,597731.0,0.29447527399448914
100009428,2016-10-31,114531.0,Queensboro Bridge,597731.0,0.19160960365114074
100010017,2016-10-31,14546.0,Staten Island Ferry,597731.0,0.02433536155896214
100062893,2016-10-31,140417.0,Manhattan Bridge,597731.0,0.23491671002507816
300020904,2016-10-31,152220.0,Brooklyn Bridge,597731.0,0.2546630507703298
